"Name(ocultar)";"Futbolista_ID";"GK";"DL";"DC";"DR";"WBL";"WBR";"DM";"ML";"MC";"MR";"AML";"AMC";"AMR";"ST"
"Lisandro Alzugaray";"5429";"1";"1";"1";"1";"1";"1";"1";"10";"13";"1";"15";"20";"13";"10"
"Gustav Wikheim";"5430";"1";"1";"1";"1";"1";"1";"1";"15";"10";"15";"20";"15";"17";"14"
"Emre Kılınç";"5431";"1";"1";"1";"1";"1";"1";"1";"15";"18";"15";"16";"15";"20";"1"
"Juan Infante";"5432";"1";"20";"1";"1";"16";"1";"1";"10";"1";"1";"1";"1";"1";"1"
"Ghayas Zahid";"5433";"1";"1";"1";"1";"1";"1";"10";"6";"14";"6";"10";"20";"7";"9"
"Bafodé Diakité";"5434";"1";"12";"20";"16";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Chuba Akpom";"5435";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"6";"10";"7";"20"
"Anass Zaroury";"5436";"1";"1";"1";"1";"1";"1";"1";"13";"1";"13";"20";"1";"19";"8"
"Douglas Augusto";"5437";"1";"1";"1";"1";"1";"1";"19";"1";"20";"1";"1";"16";"1";"1"
"Marquinhos Cipriano";"5438";"1";"20";"1";"1";"15";"1";"1";"14";"1";"1";"14";"14";"14";"14"
"Denis Kolinger";"5439";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Mateus Vital";"5440";"1";"1";"1";"1";"1";"1";"1";"16";"7";"16";"20";"16";"17";"1"
"Karlo Muhar";"5441";"1";"1";"1";"1";"1";"1";"20";"1";"12";"1";"1";"1";"1";"1"
"Andrija Balić";"5442";"1";"1";"1";"1";"1";"1";"20";"10";"19";"10";"10";"17";"10";"1"
"Caju";"5443";"1";"20";"1";"1";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Thiago Santos";"5444";"1";"1";"13";"1";"1";"1";"20";"1";"16";"1";"1";"1";"1";"1"
"Ivan Nevistić";"5445";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Daniel Fuzato";"5446";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Matheus Rossetto";"5447";"1";"1";"1";"1";"1";"13";"18";"1";"20";"13";"1";"10";"1";"1"
"Neven Đurasek";"5448";"1";"1";"1";"1";"1";"1";"19";"1";"20";"1";"1";"1";"1";"1"
"Rafael Ratão";"5449";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"13";"19"
"Willian Oliveira";"5450";"1";"1";"11";"1";"1";"1";"20";"1";"17";"1";"1";"1";"1";"1"
"Tomáš Koubek";"5451";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Jan Navrátil";"5452";"1";"1";"1";"1";"1";"1";"1";"10";"10";"10";"20";"14";"19";"14"
"Zé Roberto";"5453";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"17";"1";"15";"20"
"Zé Welison";"5454";"1";"1";"11";"12";"1";"8";"20";"1";"18";"1";"1";"1";"1";"1"
"Filip Novák";"5455";"1";"20";"14";"10";"20";"10";"1";"12";"1";"1";"10";"1";"1";"1"
"Flávio";"5456";"1";"1";"1";"1";"1";"1";"15";"1";"20";"9";"1";"9";"1";"1"
"Pablo Hernández";"5457";"1";"1";"1";"1";"1";"1";"16";"13";"20";"8";"15";"18";"10";"12"
"Martin Baturina";"5458";"1";"1";"1";"1";"1";"1";"12";"12";"20";"13";"12";"18";"12";"1"
"Enis Çokaj";"5459";"1";"1";"1";"1";"1";"1";"20";"6";"19";"1";"1";"10";"1";"1"
"Ivor Pandur";"5460";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Darko Nejašmić";"5461";"1";"1";"12";"5";"1";"8";"20";"1";"18";"13";"1";"8";"4";"1"
"Jakov Medic";"5462";"1";"1";"20";"1";"1";"1";"17";"1";"14";"1";"1";"1";"1";"10"
"Schettine";"5463";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"1";"20"
"Zé Ricardo";"5464";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"1";"1";"1"
"Patrick William";"5465";"1";"1";"20";"15";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Wellington Rato";"5466";"1";"1";"1";"1";"1";"1";"1";"13";"9";"13";"20";"11";"17";"12"
"Haris Hajradinovic";"5467";"1";"8";"1";"1";"12";"1";"12";"14";"18";"12";"14";"20";"12";"7"
"Mikael";"5468";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Vitor Mendes";"5469";"1";"1";"20";"1";"1";"1";"13";"1";"1";"1";"1";"1";"1";"1"
"Gustavo Mantuan";"5470";"1";"1";"1";"5";"1";"10";"1";"1";"1";"15";"20";"15";"16";"17"
"Martinelli";"5471";"1";"1";"1";"1";"1";"1";"20";"1";"16";"1";"1";"1";"1";"1"
"Riad Bajic";"5472";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"20"
"Praxedes";"5473";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"17";"1";"1"
"Danilo Boza";"5474";"1";"1";"19";"20";"1";"17";"1";"1";"1";"1";"1";"1";"1";"1"
"Lucas Piton";"5475";"1";"20";"1";"1";"18";"1";"1";"15";"1";"1";"12";"1";"1";"1"
"Lucas Oliveira";"5476";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Rubens";"5477";"1";"17";"1";"1";"15";"1";"8";"13";"15";"1";"20";"14";"10";"1"
"Luan Patrick";"5478";"1";"1";"20";"1";"1";"1";"14";"1";"12";"1";"1";"1";"1";"1"
"Sandry";"5479";"1";"1";"1";"1";"1";"1";"14";"1";"20";"1";"1";"1";"1";"1"
"Rodrigo Muniz";"5480";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Daniel Holzer";"5481";"1";"19";"1";"1";"17";"1";"1";"20";"1";"10";"18";"10";"10";"1"
"Lucas Pires";"5482";"1";"20";"1";"1";"18";"1";"1";"13";"1";"15";"13";"1";"15";"1"
"Hasan Al-Haydos";"5483";"1";"1";"1";"1";"1";"1";"1";"1";"13";"19";"1";"13";"20";"18"
"Domagoj Antolić";"5484";"1";"1";"1";"1";"1";"1";"15";"10";"20";"12";"6";"14";"6";"1"
"Igor Cariús";"5485";"1";"20";"1";"1";"17";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ali Saleh";"5486";"1";"1";"1";"1";"1";"1";"1";"15";"1";"1";"20";"1";"1";"18"
"Sultan Al-Ghanam";"5487";"1";"1";"1";"20";"1";"13";"11";"1";"14";"18";"1";"1";"1";"1"
"Milad Mohammadi";"5488";"1";"20";"1";"14";"19";"10";"1";"14";"1";"7";"6";"1";"1";"1"
"Mehrdad Mohammadi";"5489";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"16";"1";"20";"19"
"Thonny Anderson";"5490";"1";"12";"10";"1";"13";"1";"12";"14";"13";"13";"19";"18";"14";"20"
"Omid Noorafkan";"5491";"1";"19";"1";"1";"1";"1";"17";"1";"20";"1";"1";"10";"1";"1"
"Sadegh Moharrami";"5492";"1";"1";"1";"20";"1";"15";"1";"1";"1";"12";"1";"1";"1";"1"
"Khalid Abdulraheem Bawazir";"5493";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"18";"1";"20";"19"
"Luiz Fernando";"5494";"1";"1";"1";"1";"1";"1";"1";"10";"1";"12";"16";"13";"20";"10"
"Paulinho Boia";"5495";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"20";"15";"16";"14"
"Léo Chu";"5496";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"12";"15"
"Theerathon Bunmathan";"5497";"1";"20";"1";"1";"18";"1";"10";"13";"16";"1";"1";"1";"1";"1"
"Marcinho";"5498";"1";"1";"1";"20";"1";"15";"1";"1";"1";"10";"1";"1";"1";"1"
"Santiago Montoya";"5499";"1";"1";"1";"1";"1";"1";"1";"1";"12";"1";"8";"20";"8";"1"
"Michal Trávník";"5500";"1";"1";"1";"1";"1";"1";"18";"5";"20";"5";"1";"16";"5";"1"
"Ondřej Kolář";"5501";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Magnus Kofod";"5502";"1";"1";"1";"1";"1";"1";"17";"1";"20";"1";"1";"8";"1";"1"
"Airton";"5503";"1";"1";"10";"1";"1";"1";"20";"1";"12";"1";"1";"1";"1";"1"
"Cicinho";"5504";"1";"15";"1";"20";"11";"17";"1";"9";"1";"12";"1";"1";"9";"1"
"Jacob Christensen";"5505";"1";"1";"1";"10";"1";"7";"20";"1";"20";"1";"1";"10";"1";"1"
"Felipe Alves";"5506";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ricardo Nascimento";"5507";"1";"5";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Luiz Gustavo";"5508";"1";"10";"12";"1";"7";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Omar Kamal";"5509";"1";"12";"1";"14";"1";"17";"1";"1";"1";"17";"14";"17";"20";"1"
"Fernando Beltrán";"5510";"1";"1";"1";"1";"1";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Paulo Victor";"5511";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Cristian Calderón";"5512";"1";"20";"1";"1";"15";"1";"1";"10";"1";"1";"1";"1";"1";"1"
"Daniel Ayala";"5513";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Jed Steer";"5514";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Pajtim Kasami";"5515";"1";"1";"1";"1";"1";"1";"16";"6";"20";"10";"7";"17";"7";"1"
"Robbie Brady";"5516";"1";"16";"1";"1";"19";"10";"1";"20";"10";"14";"20";"10";"12";"1"
"Ahmad Benali";"5517";"1";"1";"1";"1";"1";"1";"14";"8";"20";"8";"12";"18";"10";"1"
"Anthony Rouault";"5518";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Valentin Gendrey";"5519";"1";"1";"15";"20";"1";"7";"1";"1";"1";"1";"1";"1";"1";"1"
"Sékou Mara";"5520";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"13";"1";"14";"20"
"Joe Ralls";"5521";"1";"10";"1";"1";"1";"1";"13";"16";"20";"1";"1";"10";"1";"1"
"Hannibal";"5522";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"15";"17";"14";"10"
"Jérémy Le Douaron";"5523";"1";"1";"1";"1";"1";"1";"1";"14";"10";"14";"16";"12";"20";"19"
"Louka Prip";"5524";"1";"1";"1";"1";"1";"1";"1";"14";"14";"16";"17";"18";"20";"14"
"Sebastian Lletget";"5525";"1";"1";"1";"1";"1";"1";"9";"17";"19";"17";"19";"20";"19";"12"
"Marcelo Moreno";"5526";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Gil Alcalá";"5527";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ryan Allsop";"5528";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Steven Caulker";"5529";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Oğuzhan Özyakup";"5530";"1";"1";"1";"1";"1";"1";"1";"1";"20";"1";"1";"15";"1";"1"
"Omar Elabdellaoui";"5531";"1";"1";"1";"20";"1";"19";"1";"1";"1";"16";"1";"1";"10";"1"
"José Javier Abella";"5532";"1";"1";"1";"20";"1";"13";"1";"1";"1";"1";"1";"1";"1";"1"
"Mads Emil Madsen";"5533";"1";"1";"1";"1";"1";"1";"15";"12";"20";"10";"1";"10";"1";"1"
"Régis";"5534";"1";"1";"1";"1";"1";"1";"1";"12";"18";"12";"16";"20";"18";"1"
"Rafael Thyere";"5535";"1";"1";"20";"1";"1";"1";"11";"1";"1";"1";"1";"1";"1";"1"
"Thales";"5536";"1";"15";"5";"20";"10";"15";"1";"1";"1";"1";"1";"1";"1";"1"
"Auremir";"5537";"1";"1";"1";"19";"1";"13";"20";"1";"14";"1";"1";"1";"1";"1"
"Gustavo Henrique";"5538";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Valdívia";"5539";"1";"1";"1";"1";"1";"1";"1";"19";"13";"13";"20";"18";"14";"8"
"Jubal";"5540";"1";"1";"20";"5";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nicolai Larsen";"5541";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"David Lischka";"5542";"1";"1";"20";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1"
"Alex Muralha";"5543";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Bruno Nazário";"5544";"1";"1";"1";"1";"1";"1";"6";"14";"12";"1";"14";"20";"1";"1"
"Thiago Rodrigues";"5545";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Lucas Souza";"5546";"1";"1";"8";"1";"1";"1";"20";"1";"15";"1";"1";"10";"1";"1"
"Murilo Souza";"5547";"1";"12";"1";"1";"12";"1";"1";"16";"1";"12";"20";"1";"19";"10"
"Matěj Pulkrab";"5548";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Alysson dos Santos";"5549";"1";"10";"20";"10";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1"
"Léo Bonatini";"5550";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"20"
"Erik Marxen";"5551";"1";"17";"20";"11";"15";"10";"12";"10";"10";"8";"8";"1";"6";"1"
"Tobias Salquist";"5552";"1";"13";"20";"14";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Johnathan Goiano";"5553";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"10";"1";"20"
"Luccas Claro";"5554";"1";"7";"20";"7";"1";"1";"7";"1";"1";"1";"1";"1";"1";"1"
"Younes Namli";"5555";"1";"1";"1";"1";"1";"1";"1";"16";"15";"16";"18";"17";"20";"10"
"Eduardo Brock";"5556";"1";"15";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Luciano Castán";"5557";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Éber Bessa";"5558";"1";"1";"1";"1";"1";"1";"17";"1";"20";"1";"1";"10";"1";"1"
"Bressan";"5559";"1";"8";"20";"14";"1";"10";"13";"1";"8";"1";"1";"1";"1";"1"
"Jeppe Grønning";"5560";"1";"1";"12";"1";"1";"1";"20";"1";"17";"1";"1";"1";"1";"1"
"Danilo Barcelos";"5561";"1";"15";"7";"1";"20";"1";"5";"17";"8";"1";"14";"14";"1";"1"
"Raúl Silva";"5562";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Rafael Gava";"5563";"1";"10";"1";"1";"10";"1";"1";"12";"18";"1";"12";"20";"12";"1"
"Danilo Avelar";"5564";"1";"18";"20";"1";"15";"1";"5";"5";"1";"1";"1";"1";"1";"1"
"Rony Lopes";"5565";"1";"1";"1";"1";"1";"1";"1";"6";"7";"16";"19";"16";"20";"1"
"Rafa Soares";"5566";"1";"20";"1";"1";"19";"1";"1";"16";"1";"1";"10";"1";"1";"1"
"Bruno Wilson";"5567";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Mërgim Berisha";"5568";"1";"1";"1";"1";"1";"1";"1";"10";"1";"10";"18";"15";"10";"20"
"Arnau Tenas";"5569";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Harry Souttar";"5570";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Lyndon Dykes";"5571";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"1";"1";"20"
"Iván Ramírez";"5572";"1";"1";"1";"20";"1";"17";"15";"10";"17";"12";"8";"1";"8";"1"
"Hörður Magnússon";"5573";"1";"16";"20";"1";"7";"1";"10";"1";"1";"1";"1";"1";"1";"1"
"Rúnar Már S. Sigurjónsson";"5574";"1";"1";"1";"1";"1";"1";"12";"1";"20";"1";"1";"12";"1";"1"
"Viðar Örn Kjartansson";"5575";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"8";"1";"20"
"Cristian Colmán";"5576";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Arnau Comas";"5577";"1";"1";"20";"10";"1";"1";"17";"1";"10";"1";"1";"1";"1";"1"
"José Manuel Copete";"5578";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Santiago Rojas";"5579";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Dániel Sallói";"5580";"1";"1";"1";"1";"1";"1";"1";"10";"1";"1";"20";"10";"18";"19"
"Dominik Baumgartner";"5581";"5";"1";"20";"14";"1";"1";"18";"1";"12";"1";"1";"1";"1";"1"
"Ádám Nagy";"5582";"1";"1";"1";"5";"1";"8";"20";"8";"17";"8";"1";"8";"1";"1"
"Filip Holender";"5583";"1";"12";"1";"1";"16";"1";"1";"12";"1";"11";"16";"1";"15";"20"
"Khaly Thiam";"5584";"1";"1";"20";"1";"1";"1";"16";"9";"17";"9";"1";"11";"1";"1"
"Toni Moya";"5585";"1";"1";"1";"1";"1";"1";"10";"1";"20";"14";"1";"12";"1";"1"
"Oriol Busquets";"5586";"1";"1";"16";"1";"1";"1";"20";"1";"19";"1";"1";"1";"1";"1"
"Filipe Soares";"5587";"1";"1";"1";"1";"1";"1";"10";"1";"20";"1";"1";"16";"1";"1"
"Rubén";"5588";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Dimitar Iliev";"5589";"1";"1";"1";"1";"1";"1";"10";"1";"16";"1";"1";"20";"1";"18"
"Ivelin Popov";"5590";"1";"1";"1";"1";"1";"1";"8";"6";"17";"6";"12";"20";"12";"16"
"Assim Omer Madibo";"5591";"1";"1";"1";"15";"1";"15";"15";"1";"20";"1";"1";"1";"1";"1"
"Cristian Rivero";"5592";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Yoel Bárcenas";"5593";"1";"1";"1";"1";"1";"16";"1";"1";"1";"1";"20";"16";"20";"12"
"Rónald Matarrita";"5594";"1";"19";"12";"10";"20";"10";"1";"18";"1";"10";"16";"1";"10";"1"
"Dani Martín";"5595";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Esteban";"5596";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Martin Fraisl";"5597";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Blas Armoa";"5598";"1";"1";"1";"1";"1";"1";"1";"11";"1";"10";"20";"7";"15";"16"
"Álex Centelles";"5599";"1";"20";"1";"1";"18";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Juan Iturbe";"5600";"1";"1";"1";"1";"1";"1";"1";"14";"7";"14";"17";"14";"20";"14"
"Iván Piris";"5601";"1";"14";"8";"20";"5";"10";"1";"1";"1";"1";"1";"1";"1";"1"
"Konrad De la Fuente";"5602";"1";"1";"1";"1";"1";"1";"1";"16";"1";"16";"20";"6";"19";"12"
"Sebastián Lentinelly";"5603";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Faris Haroun";"5604";"1";"1";"1";"1";"1";"1";"18";"1";"20";"14";"1";"14";"14";"1"
"Gervinho";"5605";"1";"1";"1";"1";"1";"1";"1";"10";"1";"10";"19";"14";"16";"20"
"Anthony Moris";"5606";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Ivan Trickovski";"5607";"1";"1";"1";"1";"1";"1";"1";"8";"12";"10";"14";"17";"15";"20"
"Mathieu Valbuena";"5608";"1";"1";"1";"1";"1";"1";"1";"14";"10";"14";"20";"19";"15";"1"
"Ignacio Ramírez";"5609";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Daniel Congré";"5610";"1";"14";"20";"13";"9";"9";"1";"1";"1";"1";"1";"1";"1";"1"
"William Vainqueur";"5611";"1";"1";"8";"1";"1";"1";"20";"7";"16";"7";"1";"1";"1";"1"
"Manuel da Costa";"5612";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Federico Andueza";"5613";"1";"10";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Morgan Schneiderlin";"5614";"1";"1";"1";"1";"1";"1";"20";"1";"20";"10";"1";"8";"1";"1"
"Caner Erkin";"5615";"1";"18";"1";"1";"20";"1";"1";"14";"10";"5";"12";"1";"8";"1"
"Përparim Hetemaj";"5616";"1";"1";"1";"1";"1";"1";"14";"13";"20";"10";"1";"12";"1";"1"
"Mohamed Diamé";"5617";"1";"1";"8";"1";"1";"1";"15";"11";"20";"9";"6";"11";"1";"9"
"Dani Calvo";"5618";"1";"1";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Stijn Wuytens";"5619";"1";"1";"20";"1";"1";"1";"19";"1";"12";"1";"1";"1";"1";"1"
"Artem Dzyuba";"5620";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"8";"3";"20"
"Álvaro Sanz";"5621";"1";"1";"10";"17";"1";"16";"20";"1";"19";"15";"1";"1";"1";"1"
"Joan García";"5622";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Niklas Hedl";"5623";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Mauro Méndez";"5624";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Alejandro Francés";"5625";"1";"15";"20";"19";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nicolás Acevedo";"5626";"1";"1";"5";"10";"1";"1";"20";"1";"16";"1";"1";"1";"1";"1"
"Juan Manuel Boselli";"5627";"1";"1";"1";"1";"1";"1";"1";"1";"11";"1";"18";"18";"20";"14"
"Ignacio Laquintana";"5628";"1";"1";"1";"7";"1";"13";"6";"11";"1";"18";"14";"1";"20";"14"
"Dan Glazer";"5629";"1";"8";"15";"14";"10";"13";"20";"10";"15";"11";"1";"11";"1";"1"
"Eden Kartsev";"5630";"1";"1";"1";"1";"1";"1";"20";"9";"19";"12";"11";"15";"12";"9"
"Daniel Peretz";"5631";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Johnny Russell";"5632";"1";"1";"1";"1";"1";"1";"1";"14";"1";"13";"18";"1";"20";"14"
"Kal Naismith";"5633";"1";"18";"20";"1";"16";"1";"1";"18";"11";"12";"14";"12";"12";"10"
"Denis Glushakov";"5634";"1";"1";"9";"1";"1";"1";"18";"10";"20";"8";"7";"13";"6";"1"
"Eyad Abu-Abied";"5635";"1";"12";"20";"20";"1";"1";"13";"1";"1";"1";"1";"1";"1";"1"
"Matías de los Santos";"5636";"1";"1";"20";"10";"1";"1";"14";"1";"1";"1";"1";"1";"1";"1"
"Oleg Reabciuk";"5637";"1";"20";"1";"1";"19";"1";"1";"6";"1";"1";"1";"1";"1";"1"
"Joni Montiel";"5638";"1";"1";"1";"1";"1";"1";"1";"8";"18";"8";"15";"20";"12";"1"
"Peter Zulj";"5639";"1";"1";"1";"1";"1";"1";"19";"12";"20";"12";"12";"16";"12";"10"
"Wouter Burger";"5640";"1";"1";"10";"1";"1";"1";"20";"1";"20";"1";"1";"10";"1";"1"
"Tom van de Looi";"5641";"1";"1";"1";"1";"1";"1";"20";"1";"18";"1";"1";"1";"1";"1"
"Mohammed El Hankouri";"5642";"1";"1";"1";"12";"1";"17";"10";"16";"16";"18";"16";"17";"20";"10"
"Stefan Schwab";"5643";"1";"1";"6";"1";"1";"1";"19";"6";"20";"1";"1";"16";"1";"1"
"Driess Saddiki";"5644";"1";"1";"1";"1";"1";"1";"20";"10";"18";"10";"1";"10";"1";"1"
"Nigel Robertha";"5645";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"12";"8";"12";"20"
"Ramiz Zerrouki";"5646";"1";"1";"1";"1";"1";"1";"20";"1";"18";"10";"1";"10";"1";"1"
"Paul Nardi";"5647";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Adamo Nagalo";"5648";"1";"13";"20";"15";"7";"10";"14";"1";"7";"1";"1";"1";"1";"1"
"Wilson";"5649";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nicolas Gavory";"5650";"1";"20";"1";"1";"18";"1";"1";"18";"10";"7";"18";"10";"10";"1"
"Tyronne Ebuehi";"5651";"1";"15";"1";"20";"15";"18";"1";"12";"1";"16";"1";"1";"1";"1"
"Andries Noppert";"5652";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Nicolas Penneteau";"5653";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Sven van Beek";"5654";"1";"7";"20";"14";"7";"11";"12";"1";"1";"1";"1";"1";"1";"1"
"Hervin Ongenda";"5655";"1";"1";"1";"1";"1";"1";"10";"8";"15";"1";"14";"20";"1";"12"
"Opa Nguette";"5656";"1";"1";"1";"1";"1";"1";"1";"12";"1";"10";"20";"10";"18";"12"
"André Poko";"5657";"1";"1";"8";"14";"1";"14";"18";"1";"20";"14";"1";"1";"1";"1"
"Remi Walter";"5658";"1";"10";"1";"1";"10";"1";"19";"10";"20";"1";"10";"1";"1";"1"
"Pablo Martinez";"5659";"1";"17";"20";"1";"15";"1";"10";"10";"1";"1";"1";"1";"1";"1"
"Marcel Tisserand";"5660";"1";"8";"20";"11";"6";"9";"10";"1";"1";"8";"1";"1";"8";"5"
"Erik Pieters";"5661";"1";"20";"13";"1";"17";"1";"1";"14";"1";"12";"1";"1";"1";"1"
"Thijs Dallinga";"5662";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"20"
"Jeffrey Bruma";"5663";"1";"1";"20";"14";"1";"10";"10";"1";"8";"1";"1";"1";"1";"1"
"Warner Hahn";"5664";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Thomas Lam";"5665";"1";"17";"20";"17";"10";"10";"18";"1";"12";"1";"1";"1";"1";"1"
"Myenty Abena";"5666";"1";"1";"20";"14";"1";"12";"12";"1";"1";"1";"1";"1";"1";"1"
"Christophe Hérelle";"5667";"1";"1";"20";"15";"1";"13";"13";"1";"1";"1";"1";"1";"1";"1"
"Abdoulaye Touré";"5668";"1";"1";"1";"1";"1";"1";"20";"1";"20";"1";"1";"1";"1";"1"
"Baptiste Reynet";"5669";"20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Bart Schenkeveld";"5670";"1";"1";"20";"10";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"Lewis Grabban";"5671";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"13";"12";"20"
"Gerson Rodrigues";"5672";"1";"1";"1";"4";"5";"9";"1";"12";"4";"12";"20";"14";"15";"16"
