"Name(ocultar)";"Futbolista_ID";"Rendimiento en partidos importantes";"Lesiones";"Diversidad";"Adaptabilidad";"Ambición";"Razonamiento";"Lealtad";"Resistencia al estres";"Profesionalidad";"Deportividad";"Control emocional"
"Pepê";"3599";"9";"6";"11";"13";"14";"6";"13";"11";"11";"11";"17"
"Rafael";"3600";"14";"14";"13";"17";"14";"5";"16";"12";"16";"9";"8"
"Rafael";"3601";"14";"7";"1";"10";"9";"1";"16";"16";"16";"15";"16"
"Richard";"3602";"13";"8";"12";"7";"7";"17";"11";"7";"5";"10";"7"
"Romarinho";"3603";"11";"11";"13";"20";"12";"7";"8";"11";"12";"5";"19"
"André Almeida";"3604";"13";"8";"17";"12";"8";"6";"17";"12";"14";"13";"12"
"Chiquinho";"3605";"10";"6";"11";"12";"12";"7";"13";"12";"16";"13";"16"
"Ewerton";"3606";"13";"12";"6";"12";"14";"10";"10";"16";"13";"9";"12"
"Jair";"3607";"5";"11";"6";"8";"13";"11";"5";"8";"8";"9";"8"
"João Pedro";"3608";"12";"5";"10";"8";"14";"13";"13";"14";"11";"13";"12"
"Joao Rojas";"3609";"10";"8";"15";"6";"13";"1";"11";"10";"9";"12";"15"
"Joao Rojas";"3610";"12";"13";"12";"13";"9";"3";"12";"8";"15";"11";"12"
"João Teixeira";"3611";"12";"7";"8";"12";"11";"6";"13";"11";"11";"8";"11"
"Julián Fernández";"3612";"10";"12";"5";"13";"12";"5";"14";"16";"16";"12";"18"
"Luan";"3613";"14";"14";"15";"17";"9";"9";"14";"13";"10";"7";"12"
"Luan";"3614";"12";"14";"10";"7";"14";"6";"12";"13";"11";"12";"11"
"Anton Zinkovskiy";"3615";"13";"5";"14";"18";"12";"5";"12";"11";"10";"13";"14"
"João Carlos Teixeira";"3616";"8";"12";"9";"5";"17";"8";"6";"13";"13";"12";"14"
"Artur Yusupov";"3617";"10";"5";"10";"16";"9";"11";"14";"6";"13";"8";"11"
"Elijah Adebayo";"3618";"9";"9";"11";"11";"9";"16";"10";"11";"9";"12";"8"
"Robert Leipertz";"3619";"11";"5";"15";"8";"13";"6";"12";"12";"14";"15";"17"
"Victor Luís";"3620";"13";"8";"13";"11";"12";"9";"12";"12";"12";"9";"10"
"Ola Brynhildsen";"3621";"12";"10";"14";"13";"14";"11";"5";"12";"14";"11";"10"
"Antonio Bareiro";"3622";"12";"9";"10";"9";"11";"12";"11";"13";"9";"6";"4"
"Alhassan Yusuf";"3623";"10";"7";"13";"13";"14";"6";"11";"12";"12";"11";"11"
"Pierrick Capelle";"3624";"15";"7";"14";"11";"12";"6";"12";"13";"14";"15";"15"
"André Hoffmann";"3625";"14";"10";"14";"9";"13";"6";"13";"11";"16";"13";"12"
"Patrik Wålemark";"3626";"14";"5";"12";"7";"13";"2";"13";"13";"14";"13";"15"
"Chumi";"3627";"12";"6";"12";"12";"11";"4";"11";"12";"13";"11";"13"
"Radim Řezník";"3628";"16";"7";"10";"9";"12";"8";"16";"14";"14";"13";"7"
"Samuel Adegbenro";"3629";"15";"14";"11";"15";"14";"4";"13";"14";"17";"14";"14"
"Lukas Kübler";"3630";"11";"10";"14";"6";"14";"9";"13";"11";"15";"12";"13"
"Luiz Otávio";"3631";"13";"5";"9";"19";"12";"10";"13";"11";"13";"12";"12"
"Jannes Horn";"3632";"13";"6";"15";"7";"13";"10";"10";"14";"12";"10";"8"
"Daniil Utkin";"3633";"13";"7";"9";"16";"9";"5";"9";"11";"13";"12";"20"
"Harold Preciado";"3634";"11";"3";"5";"14";"12";"11";"15";"12";"12";"12";"11"
"Anton Nedyalkov";"3635";"18";"9";"16";"12";"15";"3";"11";"14";"17";"9";"9"
"Jesús Trindade";"3636";"9";"9";"20";"15";"10";"7";"10";"8";"11";"13";"20"
"Dylan Levitt";"3637";"12";"4";"10";"15";"15";"5";"14";"12";"14";"15";"16"
"Nam Tae-Hee";"3638";"14";"8";"10";"13";"15";"6";"13";"13";"15";"15";"15"
"Emil Holm";"3639";"11";"8";"11";"11";"14";"6";"13";"11";"14";"12";"8"
"Ivaylo Chochev";"3640";"16";"11";"14";"14";"15";"1";"15";"16";"18";"17";"19"
"Johannes Geis";"3641";"15";"4";"16";"7";"14";"11";"9";"12";"8";"12";"15"
"Samuel Moutoussamy";"3642";"10";"6";"13";"11";"13";"8";"13";"10";"14";"14";"12"
"Angel Gomes";"3643";"9";"11";"8";"16";"12";"5";"8";"12";"13";"8";"12"
"Patrick Pentz";"3644";"11";"5";"4";"8";"18";"6";"8";"8";"10";"10";"15"
"Sondre Fet";"3645";"13";"10";"13";"18";"11";"6";"13";"12";"12";"13";"10"
"Birama Touré";"3646";"14";"6";"8";"7";"13";"6";"15";"12";"13";"14";"14"
"Juan Pablo Zuluaga";"3647";"7";"12";"10";"10";"12";"10";"12";"10";"10";"11";"11"
"Vital N'Simba";"3648";"12";"7";"12";"12";"13";"6";"13";"12";"12";"14";"14"
"Óscar Estupiñán";"3649";"9";"8";"13";"13";"12";"9";"12";"12";"11";"12";"10"
"Rafael Navarro";"3650";"11";"5";"12";"8";"12";"2";"10";"8";"12";"13";"11"
"Tongo Doumbia";"3651";"14";"7";"12";"12";"14";"14";"12";"10";"9";"14";"14"
"Jamal Lewis";"3652";"13";"7";"10";"12";"16";"2";"12";"10";"17";"12";"10"
"Daniel Mantilla";"3653";"12";"6";"12";"12";"12";"8";"13";"12";"12";"9";"11"
"Dani Figueira";"3654";"9";"3";"14";"12";"13";"5";"9";"12";"13";"7";"10"
"Thomas Delaine";"3655";"11";"7";"14";"12";"13";"5";"14";"12";"15";"14";"16"
"Miguel Trauco";"3656";"13";"7";"15";"12";"12";"6";"12";"12";"13";"12";"11"
"Yohan Boli";"3657";"14";"11";"15";"7";"12";"6";"11";"10";"5";"10";"5"
"Pedro Nuno";"3658";"13";"12";"12";"14";"12";"6";"14";"11";"14";"11";"14"
"Andreas Voglsammer";"3659";"15";"8";"13";"9";"15";"4";"12";"13";"16";"14";"12"
"Maxime Dupé";"3660";"5";"7";"1";"9";"13";"6";"15";"9";"14";"12";"18"
"Miguel Araujo";"3661";"14";"8";"13";"9";"13";"7";"14";"13";"13";"11";"13"
"Yairo Moreno";"3662";"12";"12";"13";"9";"8";"7";"11";"11";"12";"12";"11"
"Fernando León";"3663";"13";"8";"7";"12";"10";"5";"11";"10";"11";"9";"18"
"Jacob Rinne";"3664";"12";"8";"13";"11";"12";"2";"12";"11";"14";"13";"14"
"Ben Pearson";"3665";"12";"5";"10";"12";"16";"4";"11";"11";"11";"6";"2"
"Raúl Loaiza";"3666";"12";"13";"9";"10";"11";"11";"12";"11";"11";"13";"20"
"Cecilio Domínguez";"3667";"13";"11";"13";"12";"11";"11";"8";"13";"9";"4";"7"
"Tim Kleindienst";"3668";"14";"14";"8";"10";"15";"6";"10";"12";"14";"10";"12"
"Cédric Hountondji";"3669";"12";"5";"8";"12";"13";"6";"10";"12";"10";"15";"15"
"Welton Paraguá";"3670";"14";"7";"7";"15";"13";"7";"10";"11";"13";"8";"9"
"Luís Henrique";"3671";"11";"14";"12";"12";"13";"5";"11";"12";"13";"8";"12"
"Calegari";"3672";"11";"7";"15";"12";"12";"1";"10";"11";"13";"13";"12"
"Wesley Lautoa";"3673";"13";"13";"12";"13";"14";"6";"13";"14";"15";"14";"14"
"Mateo Cassierra";"3674";"8";"10";"8";"9";"12";"8";"11";"10";"9";"9";"11"
"Allan Campbell";"3675";"13";"4";"11";"9";"13";"4";"17";"12";"18";"15";"15"
"Yoshimar Yotún";"3676";"12";"9";"10";"14";"12";"9";"11";"10";"12";"10";"11"
"Alexander Ring";"3677";"13";"10";"17";"14";"15";"6";"9";"11";"15";"11";"14"
"Walter González";"3678";"16";"7";"6";"18";"12";"11";"11";"14";"14";"8";"11"
"Angus Gunn";"3679";"7";"5";"12";"12";"14";"5";"16";"14";"14";"12";"15"
"Helibelton Palacios";"3680";"10";"10";"12";"14";"11";"5";"15";"12";"17";"16";"12"
"Johan Carbonero";"3681";"11";"8";"12";"13";"12";"16";"11";"9";"11";"8";"20"
"Marcel Hartel";"3682";"10";"11";"14";"7";"16";"14";"10";"10";"9";"12";"9"
"Deyverson";"3683";"10";"9";"6";"13";"16";"14";"10";"8";"8";"1";"5"
"Yvan Neyou";"3684";"16";"8";"13";"15";"14";"4";"10";"12";"12";"10";"14"
"Jeremy Sarmiento";"3685";"5";"14";"20";"14";"10";"6";"4";"12";"7";"13";"17"
"Christian Oliva";"3686";"10";"6";"10";"7";"12";"6";"14";"12";"12";"8";"15"
"João Amaral";"3687";"11";"9";"11";"13";"11";"10";"8";"15";"5";"8";"14"
"Yilmar Filigrana";"3688";"19";"5";"12";"10";"12";"8";"12";"10";"12";"12";"11"
"Deiver Machado";"3689";"11";"7";"14";"16";"9";"9";"12";"11";"12";"11";"10"
"Andrew Hjulsager";"3690";"7";"9";"15";"6";"16";"6";"7";"8";"10";"13";"14"
"Chiedozie Ogbene";"3691";"11";"4";"17";"14";"13";"5";"10";"12";"14";"14";"11"
"Sergio Otálvaro";"3692";"12";"9";"12";"8";"11";"9";"9";"11";"9";"12";"11"
"Kemar Lawrence";"3693";"12";"3";"10";"15";"15";"2";"14";"13";"10";"14";"14"
"Jed Wallace";"3694";"14";"7";"11";"12";"13";"3";"16";"12";"14";"11";"13"
"Freddie Woodman";"3695";"13";"5";"13";"11";"11";"5";"11";"15";"13";"10";"14"
"Geisson Perea";"3696";"12";"11";"12";"11";"12";"9";"13";"12";"13";"12";"11"
"Marco Friedl";"3697";"15";"7";"16";"12";"16";"9";"12";"15";"13";"10";"8"
"Federico Pereira";"3698";"4";"10";"12";"16";"11";"1";"12";"9";"12";"11";"18"
"Jack Robinson";"3699";"14";"14";"14";"12";"15";"5";"10";"11";"15";"10";"7"
"Jens Stryger Larsen";"3700";"11";"6";"17";"9";"15";"14";"9";"8";"13";"10";"14"
"Jamie Leweling";"3701";"9";"8";"9";"19";"11";"6";"13";"12";"15";"14";"14"
"Sebastián Gómez";"3702";"11";"5";"12";"17";"11";"8";"15";"11";"11";"12";"11"
"Leyvin Balanta";"3703";"11";"7";"12";"11";"11";"14";"12";"9";"9";"10";"9"
"Nuno Moreira";"3704";"12";"4";"10";"13";"12";"9";"13";"13";"13";"8";"14"
"Darnell Furlong";"3705";"11";"10";"9";"10";"12";"4";"15";"11";"17";"11";"12"
"Toni Borevković";"3706";"7";"10";"12";"14";"12";"6";"12";"8";"15";"16";"15"
"Noah Sonko Sundberg";"3707";"15";"6";"8";"14";"12";"6";"10";"13";"12";"9";"7"
"Santiago Mosquera";"3708";"10";"13";"11";"9";"9";"8";"12";"11";"10";"9";"11"
"Milan Borjan";"3709";"15";"8";"14";"12";"13";"9";"12";"15";"11";"11";"9"
"Simon Gustafson";"3710";"10";"7";"6";"13";"9";"8";"13";"13";"14";"10";"10"
"Francisco Conceição";"3711";"13";"3";"6";"12";"13";"16";"6";"14";"14";"5";"7"
"Xavier Chavalerin";"3712";"13";"6";"10";"7";"13";"6";"15";"12";"14";"14";"14"
"Andrei Burcă";"3713";"10";"7";"10";"13";"15";"10";"9";"12";"15";"10";"13"
"Sebastián Cáceres";"3714";"11";"10";"13";"14";"13";"8";"15";"10";"14";"10";"12"
"Kemar Roofe";"3715";"15";"17";"14";"10";"16";"2";"10";"12";"16";"14";"14"
"Sam Byram";"3716";"12";"18";"18";"13";"11";"2";"14";"12";"15";"12";"12"
"Kenny McLean";"3717";"14";"9";"13";"12";"15";"3";"14";"13";"11";"11";"12"
"Daniel Iversen";"3718";"10";"3";"14";"15";"14";"2";"12";"6";"20";"14";"15"
"Martín Cáceres";"3719";"14";"14";"13";"12";"14";"13";"7";"12";"8";"12";"14"
"Luquinhas";"3720";"11";"3";"17";"13";"12";"5";"11";"14";"15";"13";"14"
"Nail Umyarov";"3721";"7";"9";"20";"13";"10";"4";"11";"10";"13";"12";"13"
"Angelo Stiller";"3722";"13";"5";"8";"12";"17";"8";"14";"13";"15";"9";"11"
"Kingsley Schindler";"3723";"14";"6";"16";"6";"12";"6";"11";"13";"13";"13";"13"
"Gil Dias";"3724";"11";"5";"16";"12";"13";"7";"11";"12";"13";"8";"13"
"Sebastián Rodríguez";"3725";"13";"8";"10";"10";"8";"7";"9";"10";"12";"13";"12"
"Simon Olsson";"3726";"12";"7";"9";"12";"12";"5";"13";"13";"12";"14";"15"
"Rhian Brewster";"3727";"13";"12";"10";"10";"17";"15";"10";"12";"14";"6";"8"
"Alfredo Aguilar";"3728";"12";"8";"11";"10";"9";"13";"14";"11";"12";"7";"10"
"Felipe Carballo";"3729";"10";"10";"12";"8";"10";"9";"14";"9";"10";"12";"13"
"Brayan Angulo";"3730";"12";"13";"14";"9";"12";"13";"12";"13";"16";"15";"15"
"Ivan Oblyakov";"3731";"11";"10";"14";"12";"13";"5";"11";"13";"12";"12";"10"
"Moisés Ramírez";"3732";"11";"6";"15";"6";"11";"5";"12";"13";"11";"10";"11"
"Kevin Londoño";"3733";"11";"7";"10";"10";"9";"10";"10";"7";"10";"8";"11"
"Mikael Uhre";"3734";"13";"8";"7";"20";"14";"4";"15";"10";"10";"14";"14"
"Oscar Lewicki";"3735";"15";"16";"15";"14";"10";"2";"16";"16";"18";"17";"14"
"Folarin Balogun";"3736";"15";"7";"8";"13";"14";"10";"8";"12";"13";"14";"14"
"Fabian Rieder";"3737";"13";"11";"11";"15";"14";"12";"14";"16";"15";"11";"12"
"Grigoris Kastanos";"3738";"12";"7";"13";"14";"16";"2";"14";"8";"8";"17";"18"
"Lukas Klünter";"3739";"13";"6";"15";"10";"13";"5";"13";"13";"15";"17";"16"
"Ben Gibson";"3740";"13";"4";"14";"14";"9";"3";"19";"14";"15";"14";"15"
"Lovre Kalinić";"3741";"14";"12";"11";"8";"13";"5";"15";"10";"16";"12";"15"
"Håvard Nielsen";"3742";"14";"12";"14";"14";"16";"6";"12";"12";"16";"12";"16"
"Hamdou Elhouni";"3743";"14";"12";"12";"15";"12";"6";"10";"9";"12";"8";"12"
"Ryan Jack";"3744";"12";"18";"13";"17";"14";"5";"15";"14";"17";"8";"9"
"Jack Butland";"3745";"10";"5";"3";"9";"13";"3";"14";"11";"18";"16";"16"
"Ethan Laird";"3746";"9";"12";"14";"16";"11";"2";"11";"12";"15";"13";"13"
"Gabriel Carabajal";"3747";"10";"15";"13";"5";"13";"4";"6";"8";"6";"8";"11"
"Daniel-Kofi Kyereh";"3748";"11";"7";"12";"8";"12";"6";"12";"14";"12";"14";"14"
"Sebastian Schonlau";"3749";"17";"4";"12";"8";"10";"5";"13";"12";"15";"14";"16"
"Jaden Philogene-Bidace";"3750";"12";"4";"10";"18";"9";"4";"13";"12";"11";"13";"17"
"Dario Špikić";"3751";"13";"9";"12";"16";"12";"5";"10";"11";"13";"14";"15"
"Allan Sousa";"3752";"14";"10";"12";"12";"8";"13";"9";"12";"7";"5";"5"
"John Souttar";"3753";"14";"16";"12";"19";"14";"3";"10";"15";"15";"14";"18"
"John Boye";"3754";"14";"8";"5";"10";"13";"6";"11";"13";"15";"9";"12"
"Julien Laporte";"3755";"12";"8";"6";"7";"13";"7";"15";"9";"12";"12";"16"
"Mbark Boussoufa";"3756";"8";"7";"8";"15";"16";"14";"9";"12";"9";"16";"10"
"Gonzalo Piovi";"3757";"12";"6";"10";"20";"9";"8";"10";"8";"11";"9";"8"
"Roméo Lavia";"3758";"11";"7";"8";"10";"18";"6";"8";"10";"10";"12";"15"
"Miguel Layún";"3759";"12";"4";"18";"16";"13";"16";"13";"15";"17";"8";"4"
"Jesús Dueñas";"3760";"15";"4";"13";"18";"10";"5";"13";"11";"13";"12";"20"
"Elías Hernández";"3761";"13";"7";"9";"18";"10";"10";"13";"12";"12";"13";"13"
"Luis Fuentes";"3762";"13";"6";"13";"12";"18";"15";"10";"7";"4";"8";"6"
"Johan Dahlin";"3763";"14";"17";"13";"14";"7";"6";"17";"15";"16";"15";"5"
"Javier Güemez";"3764";"13";"12";"11";"11";"13";"6";"11";"11";"12";"12";"13"
"Dimitris Siovas";"3765";"10";"9";"13";"13";"12";"9";"11";"12";"10";"13";"15"
"Gallito Vázquez";"3766";"14";"7";"11";"12";"12";"4";"11";"16";"9";"10";"11"
"Lior Refaelov";"3767";"10";"10";"12";"8";"16";"11";"14";"6";"13";"14";"11"
"Manu Sánchez";"3768";"11";"7";"12";"9";"14";"3";"10";"9";"11";"9";"13"
"Flynn Downes";"3769";"9";"11";"8";"11";"16";"14";"7";"10";"15";"9";"7"
"Joaquín Esquivel";"3770";"13";"6";"12";"11";"11";"1";"11";"14";"10";"10";"17"
"Alan Cervantes";"3771";"10";"7";"5";"16";"11";"6";"11";"10";"12";"11";"19"
"Éric Botteghin";"3772";"15";"6";"6";"13";"12";"4";"16";"14";"14";"8";"9"
"Jesús Ricardo Angulo";"3773";"10";"8";"13";"14";"12";"8";"11";"12";"11";"11";"16"
"Julen Agirrezabala";"3774";"11";"9";"12";"12";"11";"4";"11";"9";"11";"12";"14"
"Michel-Ange Balikwisha";"3775";"2";"12";"14";"20";"14";"5";"10";"11";"14";"11";"12"
"Alidu Seidu";"3776";"10";"8";"10";"11";"11";"8";"10";"11";"13";"12";"14"
"Hugo Ekitike";"3777";"11";"8";"12";"11";"13";"8";"9";"10";"12";"10";"14"
"Malo Gusto";"3778";"14";"7";"17";"19";"12";"8";"10";"10";"11";"13";"18"
"Batista Mendy";"3779";"11";"5";"15";"11";"13";"10";"12";"10";"14";"14";"11"
"Lucas Beltrán";"3780";"2";"7";"6";"13";"10";"7";"8";"13";"14";"7";"10"
"Yvann Maçon";"3781";"9";"8";"12";"11";"14";"4";"13";"13";"12";"12";"19"
"Yoann Salmier";"3782";"12";"7";"10";"10";"12";"9";"14";"12";"12";"11";"11"
"Teddy Teuma";"3783";"11";"8";"8";"19";"13";"12";"13";"10";"14";"10";"10"
"Colin Dagba";"3784";"6";"12";"12";"10";"14";"6";"10";"12";"14";"11";"13"
"Ayman Ashraf";"3785";"12";"8";"15";"7";"12";"3";"14";"8";"11";"14";"11"
"Jérémy Mellot";"3786";"13";"7";"14";"13";"13";"7";"13";"12";"15";"13";"13"
"Ismael Sosa";"3787";"11";"7";"12";"8";"12";"15";"10";"9";"10";"13";"14"
"Jean Michaël Séri";"3788";"13";"7";"16";"13";"16";"7";"13";"12";"14";"16";"13"
"Bernard Berisha";"3789";"8";"6";"10";"9";"11";"13";"10";"13";"10";"6";"9"
"Wilson Isidor";"3790";"12";"6";"8";"7";"14";"7";"10";"8";"12";"9";"13"
"Andy Pelmard";"3791";"10";"13";"14";"10";"13";"6";"14";"12";"15";"12";"20"
"Sídnei";"3792";"13";"13";"10";"13";"16";"10";"15";"13";"7";"14";"12"
"Leandro Castellanos";"3793";"15";"6";"15";"13";"12";"10";"15";"13";"13";"12";"10"
"Rodrigo Muñoz";"3794";"9";"14";"12";"12";"13";"5";"15";"12";"14";"8";"12"
"Fábio Santos";"3795";"15";"5";"14";"9";"13";"6";"12";"8";"17";"12";"13"
"Makhtar Guèye";"3796";"11";"13";"10";"15";"12";"3";"10";"11";"10";"13";"18"
"Matías Pérez";"3797";"9";"11";"16";"19";"11";"8";"10";"12";"11";"13";"10"
"Francisco Sierralta";"3798";"13";"4";"6";"20";"11";"7";"11";"10";"13";"10";"18"
"Saulo Decarli";"3799";"15";"12";"13";"13";"16";"11";"9";"13";"14";"10";"8"
"Diego Lainez";"3800";"13";"9";"14";"13";"14";"5";"11";"14";"13";"12";"13"
"José Arnáiz";"3801";"8";"13";"13";"19";"12";"8";"11";"11";"10";"10";"10"
"Alessandro Tuia";"3802";"10";"13";"10";"12";"13";"10";"15";"12";"13";"13";"13"
"Ademílson";"3803";"11";"5";"6";"7";"13";"7";"13";"11";"11";"11";"10"
"Salva Sevilla";"3804";"13";"7";"13";"11";"13";"6";"12";"12";"16";"12";"13"
"Íñigo Vicente";"3805";"11";"12";"16";"11";"13";"2";"10";"12";"6";"8";"7"
"Matías Esquivel";"3806";"15";"8";"13";"19";"13";"12";"12";"10";"11";"9";"16"
"Rossi";"3807";"11";"5";"10";"17";"11";"14";"11";"7";"8";"5";"3"
"Iñigo Córdoba";"3808";"9";"6";"13";"19";"11";"2";"11";"11";"11";"15";"16"
"Javi Muñoz";"3809";"14";"8";"12";"10";"12";"8";"11";"10";"13";"12";"13"
"Antonio Barragán";"3810";"13";"10";"13";"12";"12";"8";"9";"12";"14";"13";"12"
"Tinga";"3811";"15";"5";"9";"11";"12";"7";"13";"9";"13";"11";"10"
"Salvi Sánchez";"3812";"12";"5";"7";"15";"13";"6";"9";"8";"13";"10";"17"
"Victor Sá";"3813";"15";"7";"11";"12";"14";"13";"8";"12";"10";"8";"11"
"Kiko Casilla";"3814";"12";"5";"12";"15";"14";"19";"13";"16";"14";"1";"12"
"Paik Seung-Ho";"3815";"12";"7";"12";"15";"20";"3";"10";"14";"15";"17";"18"
"Andrés Herrera";"3816";"13";"9";"10";"19";"14";"5";"14";"13";"14";"16";"14"
"Matt Lowton";"3817";"13";"8";"11";"10";"13";"7";"14";"8";"9";"11";"11"
"Shaq Moore";"3818";"11";"7";"14";"16";"14";"7";"12";"13";"16";"15";"14"
"Léo Cittadini";"3819";"12";"5";"12";"20";"12";"6";"13";"12";"15";"9";"10"
"Keidi Bare";"3820";"13";"5";"11";"9";"14";"12";"12";"11";"13";"7";"10"
"Johan Felipe Vásquez";"3821";"13";"6";"10";"12";"12";"5";"11";"12";"12";"11";"13"
"Salvador Reyes";"3822";"12";"8";"15";"9";"13";"6";"10";"10";"14";"10";"11"
"Robert Ljubičić";"3823";"8";"7";"14";"16";"15";"8";"13";"12";"12";"9";"9"
"Jon Pacheco";"3824";"12";"11";"17";"10";"9";"1";"11";"12";"11";"11";"13"
"Michel Macedo";"3825";"8";"15";"13";"7";"14";"10";"10";"11";"11";"12";"14"
"Róber";"3826";"10";"14";"14";"5";"10";"8";"9";"8";"9";"12";"13"
"Víctor Chust";"3827";"14";"7";"11";"16";"12";"1";"13";"14";"10";"12";"20"
"Titi";"3828";"10";"6";"5";"14";"14";"8";"12";"14";"14";"8";"8"
"Lászlo Bénes";"3829";"11";"12";"13";"12";"13";"7";"10";"12";"13";"10";"16"
"Mujaid Sadick";"3830";"3";"7";"13";"16";"12";"3";"10";"12";"12";"11";"11"
"Michel Vlap";"3831";"12";"6";"11";"12";"14";"8";"14";"10";"14";"14";"14"
"Juan Iglesias";"3832";"12";"8";"13";"7";"10";"6";"11";"9";"11";"11";"20"
"Bingourou Kamara";"3833";"12";"8";"12";"19";"14";"6";"15";"12";"14";"12";"13"
"Enric Franquesa";"3834";"12";"8";"14";"12";"12";"8";"12";"13";"13";"14";"12"
"César";"3835";"15";"15";"15";"16";"12";"9";"12";"13";"13";"9";"10"
"Mark Diemers";"3836";"11";"7";"16";"8";"15";"7";"13";"8";"12";"11";"14"
"Renê Santos";"3837";"14";"5";"14";"14";"12";"15";"13";"13";"13";"12";"12"
"Antonio Blanco";"3838";"16";"5";"12";"12";"14";"5";"11";"12";"12";"15";"14"
"Vincent Sierro";"3839";"13";"11";"12";"10";"12";"6";"13";"9";"14";"16";"16"
"Benjamín Kuscevic";"3840";"10";"7";"9";"7";"11";"2";"13";"12";"14";"11";"17"
"Agustín Urzi";"3841";"12";"10";"10";"12";"14";"9";"12";"13";"10";"10";"6"
"Ramón Ábila";"3842";"14";"15";"4";"7";"14";"13";"13";"12";"6";"9";"7"
"Matúš Bero";"3843";"12";"10";"14";"15";"12";"7";"12";"7";"13";"7";"12"
"Miroslav Káčer";"3844";"11";"9";"10";"7";"10";"6";"14";"11";"15";"11";"11"
"Norbert Gyömber";"3845";"13";"7";"11";"14";"12";"5";"14";"15";"18";"15";"14"
"Ivan Schranz";"3846";"10";"11";"8";"9";"7";"2";"14";"13";"13";"10";"15"
"Lucas Hoyos";"3847";"11";"8";"10";"15";"9";"7";"14";"9";"13";"16";"5"
"Tobias Sippel";"3848";"13";"4";"11";"6";"10";"10";"18";"12";"15";"12";"9"
"Nicolás Reniero";"3849";"11";"11";"14";"10";"13";"9";"11";"11";"10";"14";"8"
"Nahuel Barrios";"3850";"13";"8";"14";"12";"12";"10";"13";"11";"7";"12";"12"
"Diego Braghieri";"3851";"13";"14";"5";"14";"14";"8";"13";"13";"14";"11";"10"
"Lucas Pratto";"3852";"18";"13";"15";"15";"15";"8";"12";"15";"17";"16";"14"
"Facundo Cambeses";"3853";"10";"5";"1";"13";"10";"8";"11";"8";"12";"11";"11"
"Diego Churín";"3854";"12";"13";"6";"13";"13";"11";"14";"13";"15";"12";"13"
"Strahinja Eraković";"3855";"12";"11";"12";"12";"12";"7";"13";"12";"12";"11";"12"
"Diego Perotti";"3856";"13";"18";"15";"17";"10";"7";"13";"12";"14";"15";"15"
"Exequiel Zeballos";"3857";"12";"9";"14";"14";"12";"6";"9";"12";"10";"9";"20"
"Romain Del Castillo";"3858";"11";"7";"12";"11";"12";"7";"13";"12";"14";"10";"14"
"Leandro Fernández";"3859";"14";"12";"12";"13";"13";"15";"14";"9";"12";"10";"8"
"Gabriel Rojas";"3860";"13";"9";"10";"10";"12";"9";"14";"9";"14";"13";"13"
"Filip Helander";"3861";"10";"18";"5";"16";"11";"1";"14";"11";"16";"17";"18"
"Leonardo Jara";"3862";"12";"13";"15";"10";"15";"5";"10";"11";"18";"15";"10"
"Marcelo Benítez";"3863";"12";"8";"9";"11";"8";"4";"13";"10";"10";"10";"8"
"Martín Benítez";"3864";"12";"16";"12";"12";"12";"15";"18";"8";"15";"14";"15"
"Cristian Guanca";"3865";"10";"7";"9";"15";"15";"7";"11";"10";"12";"11";"10"
"Adel Taarabt";"3866";"11";"7";"11";"10";"6";"15";"13";"14";"7";"10";"8"
"Esteban Burgos";"3867";"11";"8";"11";"7";"12";"2";"9";"12";"8";"12";"15"
"Elías Gómez";"3868";"13";"10";"9";"12";"14";"4";"14";"10";"12";"11";"8"
"Víctor Cabrera";"3869";"11";"12";"8";"11";"10";"6";"10";"10";"13";"10";"7"
"Leonel Di Placido";"3870";"13";"10";"13";"7";"11";"8";"14";"13";"16";"18";"12"
"Lebo Mothiba";"3871";"12";"8";"11";"14";"14";"5";"14";"13";"12";"13";"15"
"Robert Berić";"3872";"13";"13";"5";"8";"15";"8";"12";"12";"14";"13";"12"
"Juan Rodríguez";"3873";"13";"5";"15";"18";"9";"2";"11";"11";"11";"12";"11"
"Johan Gastien";"3874";"12";"6";"14";"12";"13";"5";"18";"13";"16";"13";"13"
"Masaya Okugawa";"3875";"10";"7";"12";"8";"15";"4";"12";"9";"16";"13";"18"
"Cristian Lema";"3876";"10";"9";"5";"13";"13";"11";"12";"9";"10";"6";"12"
"Alexander Barboza";"3877";"11";"6";"3";"12";"13";"6";"9";"7";"13";"12";"13"
"Timothée Kolodziejczak";"3878";"14";"7";"10";"14";"15";"7";"10";"13";"13";"14";"14"
"Tomás Pochettino";"3879";"12";"10";"13";"7";"11";"7";"10";"11";"13";"12";"8"
"Roberto Piccoli";"3880";"12";"5";"7";"12";"14";"7";"13";"13";"15";"14";"13"
"Facundo Roncaglia";"3881";"13";"7";"16";"14";"13";"12";"12";"10";"11";"9";"12"
"Ermin Bičakčić";"3882";"13";"16";"10";"11";"15";"7";"9";"13";"17";"9";"14"
"Samuel Grandsir";"3883";"11";"9";"12";"17";"15";"12";"11";"11";"10";"8";"8"
"Benito Raman";"3884";"13";"10";"15";"9";"15";"19";"10";"10";"6";"13";"8"
"Pedro León";"3885";"15";"13";"10";"14";"13";"14";"6";"11";"12";"12";"13"
"Björn Engels";"3886";"11";"15";"9";"10";"13";"10";"14";"10";"13";"12";"9"
"Nemanja Milunović";"3887";"12";"8";"11";"10";"12";"7";"13";"12";"11";"12";"10"
