"Name(ocultar)";"Futbolista_ID";"Habilidad Actual (200)";"Habilidad Potencial (200)"
"Yohann Magnin";"4593";"122";"128"
"Renaud Emond";"4594";"122";"125"
"Santiago Simón";"4595";"122";"-8"
"Siebe Schrijvers";"4596";"122";"140"
"Felix Nmecha";"4597";"122";"142"
"Hugo Magnetti";"4598";"122";"130"
"Kieran Dowell";"4599";"122";"145"
"Pablo Galdames";"4600";"122";"131"
"Cristian Zabala";"4601";"122";"130"
"Sofian Kiyine";"4602";"122";"135"
"Iké Ugbo";"4603";"122";"135"
"Arnaud Bodart";"4604";"122";"137"
"Mile Svilar";"4605";"122";"146"
"Jason Berthomier";"4606";"122";"125"
"Tyler Roberts";"4607";"122";"136"
"Dante Vanzeir";"4608";"122";"128"
"Kevin Lomónaco";"4609";"122";"-8"
"Jackson Yueill";"4610";"122";"129"
"Richie Laryea";"4611";"122";"125"
"Marcel Franke";"4612";"122";"127"
"Wil Trapp";"4613";"122";"126"
"Kilian Fischer";"4614";"122";"142"
"Nikola Storm";"4615";"122";"125"
"Mathieu Maertens";"4616";"122";"122"
"Igor Vujačić";"4617";"122";"122"
"Enda Stevens";"4618";"122";"137"
"Gustav Isaksen";"4619";"122";"145"
"Matheusinho";"4620";"122";"132"
"Vitor Roque";"4621";"122";"-9"
"Felix Afena-Gyan";"4622";"122";"-8"
"Mato Jajalo";"4623";"122";"130"
"Mile Škorić";"4624";"122";"126"
"Everaldo";"4625";"122";"131"
"Maurício";"4626";"122";"144"
"Ismael";"4627";"122";"125"
"Agustín Almendra";"4628";"122";"140"
"Jordan Larsson";"4629";"122";"135"
"Dario Zuparic";"4630";"122";"125"
"Josip Elez";"4631";"122";"124"
"Othman El Kabir";"4632";"122";"128"
"Andrey";"4633";"122";"137"
"Robert Murić";"4634";"122";"125"
"Petar Bočkaj";"4635";"122";"123"
"Shahab Zahedi";"4636";"122";"122"
"Omar Kharbin";"4637";"122";"130"
"Bashar Rasan";"4638";"122";"133"
"Jonathan Levi";"4639";"122";"129"
"Elias";"4640";"122";"149"
"Matt Crooks";"4641";"122";"128"
"Du Queiróz";"4642";"122";"145"
"Jadsom";"4643";"122";"138"
"Marcos Paulo";"4644";"122";"145"
"Gabriel Chapecó";"4645";"122";"136"
"Vinicius Zanocelo";"4646";"122";"145"
"Marcin Kamiński";"4647";"122";"124"
"Lucas Ribeiro";"4648";"122";"137"
"Mark McKenzie";"4649";"122";"138"
"Vladan Kovačević";"4650";"122";"146"
"Janderson";"4651";"122";"129"
"Adolfo Gaich";"4652";"122";"134"
"Jandrei";"4653";"122";"129"
"Emmanuel Ojeda";"4654";"122";"130"
"Bruno Pittón";"4655";"122";"130"
"Dhurgham Ismail";"4656";"122";"123"
"Christian Rivera";"4657";"122";"145"
"Valentín Castellanos";"4658";"122";"130"
"Zé Ivaldo";"4659";"122";"133"
"Clayson";"4660";"122";"123"
"Casper Højer";"4661";"122";"125"
"Asger Sørensen";"4662";"122";"129"
"Finn Dahmen";"4663";"122";"135"
"Timon Wellenreuther";"4664";"122";"126"
"Rasmus Nicolaisen";"4665";"122";"130"
"Marquinhos Gabriel";"4666";"122";"135"
"Jacob Rasmussen";"4667";"122";"133"
"Madson";"4668";"122";"133"
"Nicolai Vallys";"4669";"122";"130"
"Fidel Martínez";"4670";"122";"136"
"Anselmo";"4671";"122";"132"
"Magnus Mattsson";"4672";"122";"135"
"Jacob Sørensen";"4673";"122";"139"
"Milan Rodić";"4674";"122";"125"
"Moisés";"4675";"122";"126"
"Robin Pröpper";"4676";"122";"123"
"Mikkel Desler";"4677";"122";"130"
"Lasse Vigen";"4678";"122";"144"
"Henrik Dalsgaard";"4679";"122";"129"
"Mihael Žaper";"4680";"122";"137"
"Hrvoje Smolčić";"4681";"122";"152"
"Renato Kayser";"4682";"122";"128"
"Gabriel Teixeira";"4683";"122";"136"
"Facundo Mater";"4684";"122";"130"
"Jan Morávek";"4685";"122";"128"
"Tomáš Malínský";"4686";"122";"125"
"Mateusz Wieteska";"4687";"122";"126"
"Patrizio Stronati";"4688";"122";"128"
"David Hovorka";"4689";"122";"135"
"Nahir Besara";"4690";"122";"123"
"Nico Mantl";"4691";"122";"147"
"David Zima";"4692";"122";"155"
"Cláudio Winck";"4693";"122";"130"
"Rasmus Thelander";"4694";"122";"125"
"Christian Sørensen";"4695";"122";"123"
"Jean-Manuel Mbom";"4696";"122";"139"
"Mateus Gonçalves";"4697";"122";"130"
"Myziane Maolida";"4698";"122";"135"
"John Buckley";"4699";"122";"145"
"Rémi Oudin";"4700";"122";"135"
"Andrés Cubas";"4701";"122";"142"
"Aliou Coly";"4702";"122";"122"
"Dejan Joveljić";"4703";"122";"138"
"César Arias";"4704";"122";"125"
"Esteban Rolón";"4705";"122";"128"
"Josué Sá";"4706";"122";"131"
"Domen Črnigoj";"4707";"122";"130"
"Kristoffer Haugen";"4708";"122";"125"
"Nicolás Giménez";"4709";"122";"130"
"Raphael Guzzo";"4710";"122";"132"
"Gastón González";"4711";"122";"-75"
"Cristian Medina";"4712";"122";"140"
"Maxime D'Arpino";"4713";"122";"123"
"Simen Juklerød";"4714";"122";"124"
"Fáiner Torijano";"4715";"122";"132"
"Frederico Venâncio";"4716";"122";"132"
"Kim Jin-Su";"4717";"122";"130"
"Alan Soñora";"4718";"122";"135"
"Germán Conti";"4719";"122";"133"
"Jack Hendry";"4720";"122";"127"
"Yukinari Sugawara";"4721";"122";"140"
"Mariano Bareiro";"4722";"122";"130"
"Mariano Vázquez";"4723";"122";"128"
"Pablo Vegetti";"4724";"122";"125"
"Filippo Terracciano";"4725";"122";"-8"
"Tiago Rodrigues";"4726";"122";"128"
"Juan Cruz Komar";"4727";"122";"126"
"Lukas Mühl";"4728";"122";"132"
"Alexis Soto";"4729";"122";"133"
"Kristoffer Askildsen";"4730";"122";"144"
"Andrés Andrade";"4731";"122";"132"
"Edwin Cardona";"4732";"122";"140"
"Jørgen Strand Larsen";"4733";"122";"140"
"Renzo Tesuri";"4734";"122";"125"
"Miguel Vítor";"4735";"122";"138"
"Erik Thommy";"4736";"122";"125"
"Jonatan Galván";"4737";"122";"122"
"Carlos Robles";"4738";"122";"130"
"Paulo Vinícius";"4739";"122";"126"
"Théo Valls";"4740";"122";"126"
"Augusto Lotti";"4741";"122";"128"
"Ulises Ortegoza";"4742";"122";"125"
"Noah-Joel Sarenren-Bazee";"4743";"122";"132"
"Neri Bandiera";"4744";"122";"123"
"Lasse Berg Johnsen";"4745";"122";"138"
"Kôji Miyoshi";"4746";"122";"130"
"Kamaldeen Sulemana";"4747";"122";"-8"
"Filip Kiss";"4748";"122";"123"
"Pedro Santos";"4749";"122";"140"
"Yuri";"4750";"122";"132"
"André Silva";"4751";"121";"126"
"Guilherme";"4752";"121";"130"
"Hernâni";"4753";"121";"139"
"Thomas Monconduit";"4754";"121";"127"
"Dušan Kuciak";"4755";"121";"123"
"Pedro Díaz";"4756";"121";"146"
"Cristian Gamboa";"4757";"121";"130"
"Cristian Ortíz";"4758";"121";"125"
"Samuel";"4759";"121";"128"
"Aderllan Santos";"4760";"121";"135"
"Héctor Fertoli";"4761";"121";"123"
"Aurélio Buta";"4762";"121";"128"
"Aitor Córdoba";"4763";"121";"122"
"Eder Chaux";"4764";"121";"129"
"José María Amo";"4765";"121";"135"
"William Pottker";"4766";"121";"134"
"Nicolás Tripichio";"4767";"121";"124"
"Kyle Naughton";"4768";"121";"131"
"Victor Pálsson";"4769";"121";"124"
"Robert Morales";"4770";"121";"137"
"Emanuel Olivera";"4771";"121";"123"
"Diogo Barbosa";"4772";"121";"130"
"Luiz Carlos";"4773";"121";"130"
"Mamadou Loum";"4774";"121";"130"
"Dragan Ćeran";"4775";"121";"121"
"Bergson";"4776";"121";"126"
"Cortez";"4777";"121";"135"
"Marcus Coco";"4778";"121";"131"
"Ondřej Karafiát";"4779";"121";"125"
"Edwin Aguilar";"4780";"121";"130"
"Václav Jemelka";"4781";"121";"130"
"Sebastian Kerk";"4782";"121";"128"
"Martin Ádám";"4783";"121";"129"
"Leandro Díaz";"4784";"121";"123"
"Lucas Orbán";"4785";"121";"130"
"Roberto López";"4786";"121";"136"
"Guillermo Celis";"4787";"121";"128"
"Lucas Acosta";"4788";"121";"122"
"Fabricio Díaz";"4789";"121";"-8"
"César Araújo";"4790";"121";"-75"
"Gabriel Cortez";"4791";"121";"122"
"Horacio Calcaterra";"4792";"121";"126"
"Matt Godden";"4793";"121";"121"
"Jerónimo Cacciabue";"4794";"121";"129"
"Toni Leistner";"4795";"121";"126"
"David Affengruber";"4796";"121";"142"
"Luciano Lollo";"4797";"121";"141"
"David Simão";"4798";"121";"125"
"Andy Yiadom";"4799";"121";"135"
"Matías Arezo";"4800";"121";"-85"
"Gabriel Florentin";"4801";"121";"136"
"Hatem Abd Elhamed";"4802";"121";"145"
"Jorge Broun";"4803";"121";"130"
"Ricardo Chávez";"4804";"121";"126"
"Matías Pellegrini";"4805";"121";"137"
"Agustín Oliveros";"4806";"121";"128"
"Daniel Carriço";"4807";"121";"153"
"Eduard Bello";"4808";"121";"131"
"Bautista Merlini";"4809";"121";"127"
"Manu Fuster";"4810";"121";"134"
"Michael Lang";"4811";"121";"135"
"Dominik Fitz";"4812";"121";"133"
"Peter Vindahl";"4813";"121";"133"
"Mark Brink";"4814";"121";"125"
"William Owusu";"4815";"121";"126"
"Joe Gelhardt";"4816";"121";"-85"
"Caio";"4817";"121";"133"
"Omar Campos";"4818";"121";"-85"
"João Carvalho";"4819";"121";"130"
"Ángel Cardozo Lucena";"4820";"121";"128"
"Elkeson";"4821";"121";"150"
"Jesús Medina";"4822";"121";"129"
"Vladimir";"4823";"121";"129"
"Lewis Ferguson";"4824";"121";"139"
"Makhète Diop";"4825";"121";"130"
"Max Lowe";"4826";"121";"137"
"Anderson Conceição";"4827";"121";"131"
"Johan Padilla";"4828";"121";"122"
"Numa Lavanchy";"4829";"121";"122"
"José Gragera";"4830";"121";"150"
"Mario Pineida";"4831";"121";"122"
"Johannes Eggestein";"4832";"121";"133"
"Chris Ramos";"4833";"121";"133"
"Youssoufa Moukoko";"4834";"121";"-95"
"Ísak Jóhannesson";"4835";"121";"-8"
"Salva Ferrer";"4836";"121";"137"
"Willian Farias";"4837";"121";"140"
"Jesús Jiménez";"4838";"121";"126"
"Václav Černý";"4839";"121";"132"
"Anderson Esiti";"4840";"121";"125"
"Riad Nouri";"4841";"121";"125"
"Jean Lucas";"4842";"121";"135"
"Fabián Sambueza";"4843";"121";"135"
"Isak Hien";"4844";"121";"142"
"Matías Zaldivia";"4845";"121";"134"
"Abdelkarim Hassan";"4846";"121";"125"
"Pontus Almqvist";"4847";"121";"135"
"Mauro Pittón";"4848";"121";"125"
"Fali";"4849";"121";"126"
"Alexis Martín Arias";"4850";"121";"135"
"Lorenzo Lucca";"4851";"121";"150"
"Jairo";"4852";"121";"134"
"Markus Pink";"4853";"121";"121"
"Aníbal Leguizamón";"4854";"121";"126"
"Yoann Barbet";"4855";"121";"127"
"Sébastien Corchia";"4856";"121";"139"
"Louis Schaub";"4857";"121";"131"
"Kjell Scherpen";"4858";"121";"130"
"Romain Philippoteaux";"4859";"121";"129"
"André Anderson";"4860";"121";"150"
"Ben";"4861";"121";"127"
"Filip Ozobić";"4862";"121";"124"
"Franko Andrijašević";"4863";"121";"128"
"Manuel Prietl";"4864";"121";"125"
"Adriano";"4865";"121";"155"
"Juan Cazares";"4866";"121";"130"
"Juninho Bacuna";"4867";"121";"140"
"Gonzalo Abrego";"4868";"121";"134"
"Marius Gersbeck";"4869";"121";"122"
"Luquinha";"4870";"121";"140"
"Miloš Degenek";"4871";"121";"128"
"Jesús Soraire";"4872";"121";"123"
"Alexandre Pato";"4873";"121";"162"
"Thiago Neves";"4874";"121";"149"
"Juan Camilo Chaverra";"4875";"121";"125"
"Facundo Pérez";"4876";"121";"132"
"Reza Ghoochannejhad";"4877";"121";"127"
"Youness Mokhtar";"4878";"121";"125"
"Lucas de los Santos";"4879";"121";"139"
"Jeffinho";"4880";"121";"135"
"Stefan Thesker";"4881";"121";"130"
"Sorba Thomas";"4882";"121";"140"
"Emanuel Brítez";"4883";"121";"127"
"Massadio Haïdara";"4884";"121";"125"
"Neto Borges";"4885";"121";"130"
"Baralhas";"4886";"121";"129"
"Francisco Pizzini";"4887";"121";"124"
"Horacio Tijanovich";"4888";"121";"122"
"Jaïro Riedewald";"4889";"121";"149"
"Florian Ayé";"4890";"121";"124"
"Juan Manuel Cruz";"4891";"121";"130"
"Amin Sarr";"4892";"121";"135"
"Hamza Sakhi";"4893";"121";"127"
"Braydon Manu";"4894";"121";"130"
"Phil Bardsley";"4895";"121";"128"
"Lautaro Comas";"4896";"121";"124"
"Didier Moreno";"4897";"121";"135"
"Michael Liendl";"4898";"121";"128"
"Jacek Góralski";"4899";"121";"125"
"Stefano Turati";"4900";"121";"159"
"Douglas Coutinho";"4901";"121";"128"
"Junior Onana";"4902";"121";"144"
"Stanislav Tecl";"4903";"121";"121"
"Marcus Antonsson";"4904";"121";"127"
"Luděk Pernica";"4905";"121";"125"
"Milan Heča";"4906";"121";"125"
"Martin Frýdek";"4907";"121";"132"
"Luca Sangalli";"4908";"121";"132"
"Bruno Sávio";"4909";"121";"130"
"Raúl Lozano";"4910";"121";"126"
"Costinha";"4911";"121";"140"
"Christoffer Nyman";"4912";"121";"128"
"Guillermo Ortiz";"4913";"121";"130"
"Fernando González";"4914";"121";"130"
"Bartosz Kapustka";"4915";"121";"133"
"Jarosław Niezgoda";"4916";"121";"131"
"Juanjo Nieto";"4917";"121";"130"
"Hugo Rodríguez";"4918";"121";"132"
"Juan Ignacio Nardoni";"4919";"121";"-8"
"Krystian Bielik";"4920";"121";"155"
"David Houska";"4921";"121";"125"
"Nediljko Labrović";"4922";"121";"143"
"Augusto Batalla";"4923";"121";"124"
"Mauro Quiroga";"4924";"121";"131"
"Zeki Amdouni";"4925";"121";"143"
"Marko Pajac";"4926";"121";"130"
"Igor Vinicius";"4927";"121";"135"
"Romain Métanire";"4928";"121";"124"
"Juan Fernando Garro";"4929";"121";"130"
"Sascha Horvath";"4930";"121";"126"
"Lys Mousset";"4931";"121";"126"
"Raniel";"4932";"121";"135"
"Álex Gálvez";"4933";"121";"139"
"Jonathan Augustinsson";"4934";"121";"132"
"Elia Caprile";"4935";"121";"157"
"Kévin N'Doram";"4936";"121";"131"
"Ebrima Colley";"4937";"121";"142"
"Jamilu Collins";"4938";"121";"126"
"Kento Hashimoto";"4939";"121";"122"
"Karim Boudiaf";"4940";"121";"125"
"Marcelo Weigandt";"4941";"121";"132"
"Damian Dąbrowski";"4942";"121";"124"
"Matías García";"4943";"121";"125"
"Dennis Appiah";"4944";"121";"130"
"Gaëtan Charbonnier";"4945";"121";"127"
"Elady";"4946";"121";"128"
"Domagoj Bradarić";"4947";"121";"139"
"Mario Vušković";"4948";"121";"-8"
"Ardon Jashari";"4949";"121";"-8"
"Igor Silva";"4950";"121";"138"
"Harlen Castillo";"4951";"121";"130"
"Leo Greiml";"4952";"121";"147"
"Adalberto Peñaranda";"4953";"121";"145"
"Leon Balogun";"4954";"121";"128"
"Luis Vázquez";"4955";"121";"138"
"Yoel";"4956";"121";"138"
"Bastian Oczipka";"4957";"121";"134"
"Luc Kassi";"4958";"121";"124"
"Denys Popov";"4959";"121";"137"
"Eric Bicfalvi";"4960";"121";"128"
"Dmytro Riznyk";"4961";"121";"140"
"Kastriot Dermaku";"4962";"121";"130"
"Enrico Delprato";"4963";"121";"144"
"Volodymyr Shepelev";"4964";"121";"135"
"Cristian Buonaiuto";"4965";"121";"128"
"Oleksandr Zubkov";"4966";"121";"122"
"Alexandr Selikhov";"4967";"121";"130"
"Ilija Nestorovski";"4968";"121";"135"
"Nikolay Komlichenko";"4969";"121";"124"
"Ayub Masika";"4970";"121";"121"
"Simon Zoller";"4971";"121";"128"
"Raziel García";"4972";"121";"121"
"Christopher Schindler";"4973";"121";"130"
"Eliaquim Mangala";"4974";"121";"145"
"Dominik Schmid";"4975";"121";"129"
"Eduard Sobol";"4976";"121";"135"
"Alexandr Chernikov";"4977";"121";"145"
"Christoph Klarer";"4978";"121";"150"
"Ibrahima Koné";"4979";"121";"135"
"Noah Fadiga";"4980";"121";"139"
"Guillermo Soto";"4981";"121";"123"
"Fernando de Paul";"4982";"121";"132"
"Matthias Bader";"4983";"121";"128"
"Leandro Chichizola";"4984";"121";"135"
"Liberato Cacace";"4985";"121";"151"
"Luis Mejía";"4986";"121";"125"
"Zainadine Júnior";"4987";"121";"132"
"Tigran Barseghyan";"4988";"121";"121"
"Diego Polenta";"4989";"121";"135"
"Julián Palacios";"4990";"121";"133"
"Abel Hernández";"4991";"121";"139"
"Martín Cauteruccio";"4992";"121";"138"
"Arley Rodríguez";"4993";"121";"128"
"Lautaro Díaz";"4994";"121";"127"
"Danny Latza";"4995";"121";"134"
"Gianluca Busio";"4996";"121";"-8"
"Siriki Dembélé";"4997";"121";"136"
"Tim Parker";"4998";"121";"122"
"Paul Arano";"4999";"121";"124"
"Denis Makarov";"5000";"121";"133"
"Sékou Koïta";"5001";"121";"137"
"Laurent Depoitre";"5002";"121";"130"
"Vladyslav Kabaiev";"5003";"121";"121"
"Michael Carcelén";"5004";"121";"124"
"Gjermund Åsen";"5005";"121";"128"
"Giangiacomo Magnani";"5006";"121";"130"
"Rivaldo Coetzee";"5007";"121";"145"
"Kiki Kouyaté";"5008";"121";"135"
"Paolo Ghiglione";"5009";"121";"128"
"Fredrik Gulbrandsen";"5010";"121";"138"
"Luís Miquissone";"5011";"121";"130"
"Ahmed Abdelkader";"5012";"121";"148"
"Oliver Berg";"5013";"121";"122"
"Martin Linnes";"5014";"121";"130"
"Álvaro Meléndez";"5015";"121";"125"
"Ronwen Williams";"5016";"121";"130"
"Michaël Cuisance";"5017";"121";"149"
"Simon Adingra";"5018";"121";"-8"
"Onel Hernández";"5019";"121";"138"
"Norberto Briasco";"5020";"121";"126"
"Mats Møller Dæhli";"5021";"121";"125"
"Juan Carlos Portillo";"5022";"121";"139"
"Ole Kristian Selnæs";"5023";"121";"136"
"Álvaro Ángulo";"5024";"121";"135"
"Christian Groß";"5025";"121";"125"
"Ki Sung-Yueng";"5026";"121";"128"
"Koo Ja-Cheol";"5027";"121";"125"
"Everton Luiz";"5028";"121";"133"
"Marin Ljubičić";"5029";"121";"-75"
"Stanislav Kritsyuk";"5030";"121";"132"
"Shinji Okazaki";"5031";"121";"143"
"Raúl Torrente";"5032";"121";"145"
"Mohamed Dräger";"5033";"121";"126"
"Dmitry Poloz";"5034";"121";"125"
"Sergey Petrov";"5035";"121";"132"
"Juan Álvarez";"5036";"121";"126"
"Ciaran Clark";"5037";"121";"130"
"Mauro Manotas";"5038";"121";"129"
"Marco John";"5039";"121";"-75"
"Matteo Ricci";"5040";"121";"137"
"Giorgi Makaridze";"5041";"121";"128"
"Abdallah Sima";"5042";"121";"144"
"Santiago Moreno";"5043";"121";"140"
"Aleksandar Radovanović";"5044";"121";"130"
"Christian Brüls";"5045";"121";"126"
"Marius Høibråten";"5046";"121";"121"
"Thulani Serero";"5047";"121";"127"
"Kings Kangwa";"5048";"121";"135"
"Lee Yong";"5049";"121";"125"
"Jo Inge Berget";"5050";"121";"130"
"Joris Gnagnon";"5051";"121";"135"
"Gyasi Zardes";"5052";"121";"123"
"Mathew Leckie";"5053";"121";"132"
"Jhon Jairo Cifuente";"5054";"121";"125"
"Chadrac Akolo";"5055";"121";"132"
"Osmar";"5056";"121";"128"
"Cheikh Niasse";"5057";"121";"136"
"Djorkaeff Reasco";"5058";"121";"130"
"Salis Abdul Samed";"5059";"121";"144"
"Ignace Van Der Brempt";"5060";"121";"-8"
"Amine Adli";"5061";"121";"145"
"Maxime Estève";"5062";"121";"-85"
"Dominic Hyam";"5063";"121";"130"
"Gabriel Costa";"5064";"121";"129"
"Ortwin De Wolf";"5065";"121";"125"
"Juan Sánchez Miño";"5066";"121";"131"
"Juan Manuel Insaurralde";"5067";"121";"139"
"Pedro de la Vega";"5068";"121";"144"
"Filip Stevanović";"5069";"121";"-8"
"Nicolás Thaller";"5070";"121";"130"
"Anto Grgic";"5071";"121";"128"
"Federico Martínez";"5072";"121";"133"
"Tanguy Coulibaly";"5073";"121";"142"
"Elisha Owusu";"5074";"121";"129"
"Kevin-Prince Boateng";"5075";"121";"157"
"Leandro Benegas";"5076";"121";"136"
"Maarten Vandevoordt";"5077";"121";"-8"
"Jamie Shackleton";"5078";"121";"144"
"Washington Corozo";"5079";"121";"137"
"José Álvarez";"5080";"121";"130"
"Edo Kayembe";"5081";"121";"135"
"Leandro Otormín";"5082";"121";"126"
"Modibo Sagnan";"5083";"121";"137"
"César Falletti";"5084";"121";"134"
"Han-Noah Massengo";"5085";"121";"-8"
"João Carlos";"5086";"121";"128"
"Jhojan Julio";"5087";"121";"127"
"Olmes García";"5088";"121";"125"
"Darwin Quintero";"5089";"121";"143"
"Cameron Brannagan";"5090";"121";"140"
"Sérgio Mosquera";"5091";"121";"125"
"Jhonatan Candia";"5092";"121";"121"
"Paolo Goltz";"5093";"121";"139"
"Francisco González";"5094";"121";"144"
"José Sosa";"5095";"121";"146"
"Ricardo Mangas";"5096";"121";"130"
"Franco Soldano";"5097";"121";"125"
"Jhonny Quiñónez";"5098";"121";"129"
"Jack Price";"5099";"121";"126"
"Kristian Eriksen";"5100";"121";"129"
"Sebastián Torrico";"5101";"121";"141"
"Arturo Ortiz";"5102";"121";"125"
"Josh Laurent";"5103";"121";"130"
"Martin Olsson";"5104";"121";"130"
"Marco Mancosu";"5105";"121";"135"
"Jhegson Méndez";"5106";"121";"140"
"Gonzalo Marinelli";"5107";"121";"121"
"Robin Hack";"5108";"121";"133"
"Cedric Itten";"5109";"121";"128"
"Josecarlos Van Rankin";"5110";"121";"132"
"Sergio Córdova";"5111";"121";"134"
"Oscar";"5112";"121";"130"
"Víctor Ruiz";"5113";"121";"126"
"Vitinho";"5114";"121";"135"
"Adrián";"5115";"120";"145"
"Brenner";"5116";"120";"129"
"Carlinhos";"5117";"120";"127"
"Carlos Eduardo";"5118";"120";"131"
"Daniel";"5119";"120";"122"
"Danilo";"5120";"120";"143"
"Dudu";"5121";"120";"123"
"Jean";"5122";"120";"148"
"Jorginho";"5123";"120";"121"
"Lisandro López";"5124";"120";"155"
"Lucas Lima";"5125";"120";"133"
"Luiz Otávio";"5126";"120";"122"
"Manu García";"5127";"120";"128"
"Marcão";"5128";"120";"130"
"Becir Omeragic";"5129";"120";"-8"
"Tiago Palacios";"5130";"120";"145"
"Amar Rahmanović";"5131";"120";"140"
"Harry Toffolo";"5132";"120";"130"
"Eric Ramírez";"5133";"120";"121"
"Diego Mariño";"5134";"120";"144"
"Russell Canouse";"5135";"120";"126"
"Felix Beijmo";"5136";"120";"130"
"Joo Min-Kyu";"5137";"120";"120"
"Turgay Gemicibaşı";"5138";"120";"123"
"Max Meyer";"5139";"120";"150"
"Matías Giménez";"5140";"120";"129"
"Giorgos Tzavellas";"5141";"120";"130"
"Risto Radunović";"5142";"120";"123"
"Silvestre Varela";"5143";"120";"150"
"Peniel Mlapa";"5144";"120";"127"
"Carmelo Algarañaz";"5145";"120";"128"
"Teddy Chevalier";"5146";"120";"120"
"Jon McLaughlin";"5147";"120";"120"
"Ronnie Edwards";"5148";"120";"-8"
"Stefan Kutschke";"5149";"120";"124"
"Robert Tesche";"5150";"120";"130"
"Santiago Pierotti";"5151";"120";"133"
"Phillip Menzel";"5152";"120";"129"
"Damien Le Tallec";"5153";"120";"130"
"Carlos Garcés";"5154";"120";"127"
"Alexander Meyer";"5155";"120";"122"
"Ricardo Batista";"5156";"120";"120"
"Onni Valakari";"5157";"120";"132"
"Alê";"5158";"120";"122"
"Bradley Dack";"5159";"120";"140"
"Phil Neumann";"5160";"120";"130"
"Valentín Vada";"5161";"120";"132"
"Gonzalo Ávila";"5162";"120";"130"
"Ajdin Hrustic";"5163";"120";"123"
"Andrey Santos";"5164";"120";"-85"
"Bilal Hussein";"5165";"120";"138"
"Pol Llonch";"5166";"120";"128"
"José Angulo";"5167";"120";"128"
"Ayrton Costa";"5168";"120";"132"
"José Holebas";"5169";"120";"145"
"Teboho Mokoena";"5170";"120";"150"
"Luis Del Pino Mago";"5171";"120";"128"
"Dimitris Limnios";"5172";"120";"130"
"Rushine De Reuck";"5173";"120";"130"
"Giorgos Masouras";"5174";"120";"125"
"Bryan Angulo";"5175";"120";"132"
"Germán Guiffrey";"5176";"120";"129"
"Mohamed-Ali Cho";"5177";"120";"-9"
"Roberto Correa";"5178";"120";"129"
"Adam Čerin";"5179";"120";"130"
"Jayson Molumby";"5180";"120";"137"
"Nicolai Müller";"5181";"120";"141"
"Anderson Lucoqui";"5182";"120";"128"
"Gino Infantino";"5183";"120";"-8"
"Jakub Považanec";"5184";"120";"120"
"Danijel Petković";"5185";"120";"127"
"Aboubakar Kamara";"5186";"120";"125"
"Miguel Brizuela";"5187";"120";"125"
"Joel Asoro";"5188";"120";"138"
"Janis Blaswich";"5189";"120";"122"
"Dennis Jastrzembski";"5190";"120";"132"
"Jimmy Durmaz";"5191";"120";"135"
"Bongani Zungu";"5192";"120";"130"
"Jake Cooper";"5193";"120";"137"
"Xavier Arreaga";"5194";"120";"129"
"Fredrik Jensen";"5195";"120";"130"
