"Name(ocultar)";"Futbolista_ID";"Corners";"Pases precisos";"Regate";"Finalizar";"Primer toque";"Lanzamiento de faltas";"Cabezazo";"Disparos a distancia";"Pases largos";"Marcaje";"Pases";"Lanzamiento de penalti";"Choque";"Tecnica";"Agresividad";"Anticipación";"Sacrificio";"Serenidad";"Concentración";"Visión";"Decisión";"Determinación";"Creatividad";"Liderazgo";"Juego sin balón";"Posición secundaria";"Trabajo en equipo";"Intensidad de trabajo";"Aceleración";"Agilidad";"Balance";"Salto vertical";"Estado físico";"Velocidad maxima en carrera";"Cardio";"Fuerza";"Estabilidad";"Faltas"
"Oleksandr Syrota";"5354";"3";"6";"6";"5";"11";"3";"14";"4";"7";"15";"12";"5";"14";"11";"9";"13";"13";"13";"12";"11";"12";"11";"6";"6";"11";"12";"14";"12";"11";"11";"14";"16";"12";"12";"13";"13";"12";"3"
"Cyle Larin";"5355";"2";"6";"11";"13";"12";"2";"14";"9";"4";"7";"10";"11";"7";"11";"14";"13";"14";"12";"10";"7";"11";"7";"10";"5";"13";"5";"13";"13";"11";"11";"13";"15";"15";"11";"13";"13";"11";"10"
"Nick Lima";"5356";"12";"13";"11";"9";"12";"8";"10";"11";"11";"13";"11";"11";"12";"12";"16";"11";"12";"12";"12";"12";"10";"14";"8";"8";"9";"10";"12";"12";"13";"14";"14";"10";"14";"13";"14";"12";"15";"10"
"Djordje Mihailović";"5357";"12";"13";"14";"12";"14";"10";"9";"11";"5";"9";"14";"10";"8";"14";"7";"11";"10";"13";"12";"14";"12";"9";"12";"10";"12";"12";"11";"13";"12";"13";"12";"10";"14";"12";"11";"9";"13";"4"
"James Sands";"5358";"6";"7";"11";"5";"12";"6";"12";"7";"7";"12";"13";"7";"13";"12";"10";"13";"12";"13";"11";"13";"12";"14";"8";"11";"12";"11";"14";"15";"13";"10";"12";"13";"13";"12";"13";"13";"12";"8"
"Tajon Buchanan";"5359";"10";"12";"12";"11";"10";"9";"9";"10";"11";"11";"11";"6";"11";"11";"6";"7";"11";"8";"8";"11";"10";"11";"12";"5";"12";"9";"12";"14";"16";"12";"10";"10";"15";"16";"12";"7";"9";"12"
"Franco Di Santo";"5360";"8";"10";"12";"14";"11";"9";"15";"11";"8";"7";"12";"13";"7";"12";"17";"10";"14";"14";"12";"14";"11";"14";"15";"7";"13";"10";"16";"17";"11";"12";"10";"13";"13";"11";"11";"12";"10";"7"
"Josh Maja";"5361";"6";"9";"11";"14";"13";"11";"13";"12";"10";"9";"12";"14";"7";"14";"8";"13";"13";"13";"6";"14";"12";"14";"11";"5";"14";"10";"12";"14";"11";"12";"12";"11";"12";"12";"13";"11";"13";"6"
"Tyrese Campbell";"5362";"9";"9";"12";"16";"11";"5";"9";"11";"7";"4";"8";"11";"4";"12";"10";"14";"7";"12";"10";"11";"11";"12";"12";"5";"14";"5";"11";"12";"14";"13";"13";"12";"13";"14";"14";"11";"9";"3"
"Burak Bekaroğlu";"5363";"6";"6";"11";"5";"10";"4";"14";"4";"6";"15";"14";"6";"14";"11";"13";"13";"14";"15";"13";"12";"13";"12";"12";"6";"7";"14";"14";"12";"10";"10";"14";"14";"13";"11";"12";"11";"13";"13"
"Ola Kamara";"5364";"7";"9";"10";"14";"7";"11";"13";"13";"7";"7";"10";"12";"6";"9";"13";"12";"12";"12";"13";"10";"12";"12";"10";"10";"17";"9";"15";"15";"12";"12";"14";"13";"16";"13";"13";"14";"12";"8"
"Emre Akbaba";"5365";"14";"15";"13";"13";"13";"14";"10";"14";"7";"3";"14";"13";"4";"16";"13";"13";"8";"14";"12";"14";"13";"12";"15";"12";"14";"6";"14";"13";"11";"14";"10";"8";"10";"11";"11";"11";"14";"10"
"Ifeanyi Mathew";"5366";"10";"9";"11";"10";"13";"10";"8";"11";"4";"7";"12";"11";"14";"14";"11";"13";"12";"12";"12";"12";"11";"14";"13";"9";"14";"13";"14";"16";"11";"12";"13";"8";"13";"11";"15";"12";"14";"6"
"Nicolás Silva";"5367";"11";"12";"15";"10";"11";"11";"6";"10";"10";"5";"12";"12";"6";"12";"8";"10";"13";"10";"10";"11";"9";"13";"12";"7";"13";"7";"9";"11";"15";"15";"8";"5";"12";"15";"13";"9";"9";"10"
"Brian Mansilla";"5368";"11";"11";"14";"12";"12";"10";"9";"14";"8";"10";"13";"12";"13";"14";"16";"12";"16";"11";"12";"12";"9";"13";"11";"13";"12";"9";"11";"15";"14";"13";"11";"10";"14";"14";"10";"10";"11";"8"
"Lucas Suárez";"5369";"6";"11";"9";"7";"12";"6";"13";"5";"12";"13";"11";"6";"13";"12";"15";"14";"14";"11";"12";"11";"11";"13";"7";"8";"13";"15";"15";"13";"12";"10";"11";"13";"10";"12";"13";"12";"12";"12"
"Nicolás Stefanelli";"5370";"7";"11";"13";"12";"13";"7";"9";"10";"5";"5";"11";"14";"5";"13";"13";"11";"12";"11";"12";"10";"12";"13";"12";"8";"12";"8";"14";"14";"14";"13";"9";"6";"13";"13";"14";"9";"13";"8"
"Maciej Rybus";"5371";"12";"11";"10";"8";"12";"11";"12";"13";"8";"11";"13";"13";"14";"13";"12";"13";"11";"13";"12";"8";"13";"10";"13";"10";"11";"12";"13";"13";"13";"13";"13";"7";"13";"13";"12";"9";"16";"10"
"Rúben Ribeiro";"5372";"14";"13";"14";"7";"15";"13";"8";"12";"8";"7";"15";"11";"14";"15";"9";"9";"7";"13";"8";"14";"13";"12";"16";"14";"13";"8";"10";"11";"10";"13";"14";"8";"12";"10";"9";"8";"12";"15"
"Gökhan Akkan";"5373";"1";"3";"2";"1";"8";"1";"7";"4";"2";"1";"8";"3";"1";"8";"8";"12";"14";"12";"13";"5";"10";"12";"5";"10";"6";"11";"12";"11";"12";"16";"12";"12";"8";"13";"11";"12";"2";"6"
"Nélson Oliveira";"5374";"5";"9";"12";"13";"13";"11";"14";"13";"3";"6";"12";"14";"5";"14";"13";"14";"12";"13";"12";"11";"12";"14";"14";"10";"13";"9";"10";"12";"11";"11";"15";"12";"12";"11";"11";"14";"12";"10"
"Muhammet Demir";"5375";"7";"10";"13";"13";"13";"14";"13";"14";"4";"3";"13";"13";"4";"13";"13";"13";"15";"13";"11";"13";"13";"14";"14";"14";"13";"12";"13";"12";"12";"13";"13";"10";"10";"10";"8";"10";"8";"10"
"Güray Vural";"5376";"13";"13";"12";"11";"12";"14";"8";"12";"10";"7";"12";"13";"7";"12";"12";"11";"11";"12";"13";"12";"11";"12";"12";"9";"14";"8";"13";"14";"12";"12";"11";"9";"16";"12";"12";"11";"11";"10"
"Mert Günok";"5377";"4";"1";"1";"3";"9";"8";"5";"3";"2";"1";"13";"1";"2";"10";"9";"13";"12";"12";"12";"10";"12";"8";"5";"8";"7";"14";"13";"8";"8";"12";"11";"14";"14";"8";"10";"12";"10";"5"
"Mario Gavranović";"5378";"3";"7";"11";"14";"14";"4";"16";"12";"3";"3";"12";"15";"5";"13";"14";"18";"8";"10";"17";"11";"12";"13";"13";"4";"18";"4";"10";"12";"10";"15";"15";"11";"12";"8";"9";"11";"13";"13"
"Héldon";"5379";"10";"11";"14";"12";"13";"12";"7";"11";"5";"5";"12";"12";"4";"14";"8";"11";"9";"10";"10";"11";"9";"12";"18";"9";"14";"7";"9";"11";"15";"15";"12";"8";"13";"15";"12";"7";"11";"7"
"Fredy";"5380";"13";"12";"13";"10";"13";"11";"8";"12";"6";"9";"12";"13";"10";"13";"14";"12";"13";"12";"10";"11";"12";"12";"13";"11";"13";"9";"12";"14";"14";"14";"11";"9";"14";"13";"12";"11";"12";"7"
"Admir Mehmedi";"5381";"12";"11";"12";"13";"14";"11";"11";"14";"6";"7";"13";"12";"8";"14";"12";"12";"12";"11";"11";"14";"11";"11";"14";"7";"11";"8";"15";"12";"11";"11";"12";"11";"12";"12";"11";"11";"11";"9"
"Favio Álvarez";"5382";"10";"13";"15";"13";"14";"11";"8";"12";"4";"5";"14";"9";"7";"14";"9";"12";"7";"10";"11";"12";"12";"15";"14";"7";"14";"10";"11";"12";"12";"12";"13";"9";"10";"13";"13";"10";"8";"5"
"Juan Fernando Caicedo";"5383";"5";"12";"12";"13";"11";"8";"13";"11";"6";"4";"12";"13";"5";"12";"8";"12";"12";"12";"12";"10";"12";"13";"8";"13";"12";"8";"12";"13";"13";"11";"12";"11";"14";"13";"13";"14";"11";"8"
"Federico Lanzillota";"5384";"2";"1";"2";"1";"6";"5";"7";"3";"3";"3";"13";"3";"6";"11";"11";"10";"10";"11";"11";"6";"12";"2";"11";"9";"11";"11";"11";"11";"12";"13";"11";"13";"12";"10";"11";"11";"12";"7"
"Axel Werner";"5385";"5";"2";"2";"3";"7";"7";"5";"3";"3";"3";"6";"6";"3";"10";"10";"11";"15";"15";"11";"10";"11";"12";"3";"6";"3";"14";"15";"11";"8";"15";"14";"17";"12";"8";"13";"15";"12";"15"
"Jung Woo-Young";"5386";"14";"11";"10";"12";"12";"15";"9";"13";"10";"12";"13";"11";"14";"11";"8";"12";"13";"11";"13";"14";"12";"6";"10";"9";"12";"12";"12";"13";"11";"12";"11";"12";"11";"11";"14";"11";"13";"11"
"Fernando Andrade";"5387";"8";"11";"13";"13";"12";"8";"11";"12";"6";"6";"11";"11";"9";"13";"13";"13";"13";"13";"11";"11";"11";"16";"13";"7";"14";"6";"11";"14";"14";"13";"11";"11";"14";"14";"11";"12";"11";"13"
"Yôsuke Ideguchi";"5388";"12";"13";"11";"10";"13";"9";"8";"14";"6";"11";"14";"10";"12";"13";"15";"10";"15";"14";"13";"14";"10";"15";"11";"9";"10";"12";"16";"14";"13";"15";"10";"6";"15";"10";"13";"8";"11";"12"
"Alexis Claude-Maurice";"5389";"10";"11";"14";"12";"13";"13";"7";"11";"7";"8";"14";"12";"7";"14";"10";"12";"10";"10";"12";"14";"10";"13";"14";"7";"13";"8";"14";"12";"13";"14";"10";"7";"15";"14";"13";"6";"14";"7"
"Felipe Pardo";"5390";"9";"13";"14";"12";"12";"8";"10";"12";"6";"7";"11";"11";"7";"13";"12";"11";"13";"11";"12";"12";"12";"12";"12";"13";"13";"9";"10";"10";"13";"12";"13";"10";"11";"13";"12";"13";"10";"11"
"Arvydas Novikovas";"5391";"12";"14";"13";"10";"14";"12";"9";"14";"5";"6";"12";"12";"10";"14";"9";"11";"9";"9";"10";"13";"11";"10";"14";"5";"13";"10";"10";"14";"14";"14";"13";"7";"12";"15";"13";"11";"8";"5"
"Agustín Giay";"5392";"8";"12";"12";"4";"12";"10";"10";"10";"9";"12";"13";"10";"13";"14";"7";"11";"11";"12";"12";"12";"15";"18";"11";"12";"10";"9";"11";"12";"13";"13";"11";"9";"12";"14";"11";"9";"11";"5"
"Mika Mármol";"5393";"6";"11";"8";"7";"12";"6";"13";"7";"9";"13";"11";"7";"14";"11";"14";"13";"13";"9";"11";"11";"12";"15";"8";"6";"9";"14";"11";"12";"13";"14";"14";"13";"15";"14";"12";"13";"12";"5"
"Tomané";"5394";"7";"7";"11";"12";"12";"7";"14";"8";"5";"6";"11";"12";"6";"14";"11";"13";"14";"13";"13";"9";"12";"16";"11";"10";"15";"7";"15";"16";"12";"13";"14";"14";"13";"12";"14";"13";"12";"6"
"Daniel Sundgren";"5395";"6";"13";"8";"7";"11";"7";"8";"8";"11";"14";"12";"13";"14";"10";"16";"11";"13";"11";"14";"9";"12";"16";"7";"10";"10";"13";"14";"16";"13";"11";"12";"8";"13";"13";"15";"12";"14";"12"
"Emiliano Amor";"5396";"7";"8";"8";"9";"9";"9";"15";"9";"10";"14";"11";"10";"14";"10";"14";"13";"15";"10";"12";"15";"12";"12";"8";"10";"9";"13";"13";"13";"9";"10";"15";"13";"14";"13";"14";"14";"12";"13"
"Ayase Ueda";"5397";"10";"11";"10";"15";"12";"12";"16";"14";"5";"9";"8";"9";"3";"15";"12";"15";"10";"9";"11";"12";"15";"12";"12";"13";"14";"8";"7";"13";"14";"12";"6";"13";"13";"13";"13";"13";"13";"11"
"Bonke Innocent";"5398";"6";"11";"10";"6";"13";"7";"11";"8";"9";"13";"13";"8";"14";"12";"14";"14";"14";"13";"14";"11";"11";"15";"11";"7";"12";"13";"13";"14";"13";"12";"14";"10";"16";"13";"14";"14";"12";"14"
"Yusuf Erdoğan";"5399";"10";"11";"13";"11";"12";"5";"3";"11";"6";"3";"10";"7";"7";"14";"16";"12";"14";"13";"10";"11";"9";"15";"15";"3";"13";"7";"9";"13";"16";"15";"9";"7";"15";"15";"12";"10";"11";"13"
"Quentin Boisgard";"5400";"13";"12";"14";"10";"15";"12";"4";"11";"3";"6";"12";"14";"6";"15";"5";"12";"8";"11";"12";"13";"12";"8";"15";"9";"11";"11";"13";"12";"14";"14";"13";"7";"13";"12";"12";"12";"11";"5"
"Sean McDermott";"5401";"3";"3";"7";"1";"11";"4";"11";"3";"1";"1";"9";"1";"1";"12";"14";"10";"11";"11";"12";"9";"10";"13";"9";"6";"1";"11";"11";"11";"13";"14";"9";"14";"15";"10";"8";"12";"15";"8"
"Valon Berisha";"5402";"10";"10";"12";"10";"12";"11";"8";"9";"4";"7";"12";"15";"8";"13";"15";"12";"14";"12";"10";"12";"11";"13";"12";"10";"14";"8";"13";"12";"14";"15";"8";"7";"16";"14";"13";"13";"12";"12"
"Zaydou Youssouf";"5403";"12";"13";"14";"10";"13";"11";"8";"11";"5";"8";"12";"11";"8";"14";"13";"11";"13";"12";"11";"13";"12";"12";"14";"12";"13";"11";"11";"14";"14";"14";"14";"10";"13";"13";"13";"11";"12";"6"
"Taylan Antalyalı";"5404";"11";"11";"10";"9";"13";"10";"8";"10";"5";"9";"13";"12";"12";"13";"12";"13";"13";"13";"13";"12";"12";"14";"12";"8";"11";"10";"15";"15";"12";"12";"13";"9";"14";"12";"15";"12";"14";"8"
"Amahl Pellegrino";"5405";"11";"14";"10";"15";"13";"12";"7";"15";"4";"4";"11";"13";"3";"12";"6";"14";"4";"15";"14";"13";"13";"14";"13";"3";"14";"5";"13";"12";"14";"13";"7";"10";"18";"13";"13";"7";"14";"4"
"Soner Dikmen";"5406";"12";"9";"10";"6";"11";"12";"12";"11";"6";"12";"12";"12";"14";"11";"12";"12";"14";"12";"12";"12";"12";"10";"11";"12";"11";"12";"14";"14";"12";"12";"12";"13";"14";"12";"13";"13";"11";"10"
"Okan Kocuk";"5407";"3";"1";"1";"2";"12";"7";"8";"3";"1";"3";"13";"2";"2";"12";"8";"12";"9";"12";"14";"10";"12";"12";"6";"8";"4";"13";"9";"10";"11";"14";"11";"14";"13";"11";"10";"11";"12";"12"
"Lars Sætra";"5408";"5";"9";"6";"6";"10";"7";"14";"6";"13";"14";"11";"6";"13";"10";"6";"14";"16";"13";"13";"9";"13";"13";"5";"11";"10";"14";"12";"11";"10";"7";"14";"16";"10";"11";"13";"14";"14";"5"
"Markus Henriksen";"5409";"10";"11";"9";"13";"13";"11";"13";"13";"7";"11";"12";"11";"13";"13";"16";"15";"16";"14";"13";"13";"15";"12";"10";"15";"11";"12";"16";"13";"7";"8";"13";"13";"14";"8";"15";"14";"11";"14"
"Rafik Guitane";"5410";"12";"12";"15";"8";"13";"11";"6";"9";"5";"6";"13";"10";"5";"16";"7";"11";"9";"14";"11";"14";"11";"8";"15";"10";"12";"9";"9";"11";"13";"16";"14";"5";"11";"13";"11";"8";"10";"7"
"Ruben Gabrielsen";"5411";"7";"9";"6";"8";"11";"8";"13";"8";"12";"12";"12";"3";"15";"12";"13";"10";"15";"11";"8";"7";"10";"12";"12";"13";"9";"12";"12";"15";"13";"10";"16";"15";"13";"13";"13";"17";"14";"16"
"Vegar Hedenstad";"5412";"15";"16";"11";"8";"13";"15";"7";"12";"13";"9";"14";"8";"12";"13";"15";"12";"10";"11";"11";"12";"12";"15";"12";"9";"12";"10";"15";"15";"14";"12";"8";"9";"15";"13";"14";"9";"14";"5"
"Samet Akaydin";"5413";"5";"5";"8";"6";"8";"4";"14";"4";"4";"14";"10";"5";"14";"9";"18";"12";"18";"10";"13";"8";"9";"14";"6";"11";"10";"13";"14";"15";"13";"13";"13";"15";"13";"13";"14";"14";"14";"16"
"Stefan Johansen";"5414";"12";"13";"11";"11";"13";"13";"9";"12";"6";"11";"15";"6";"13";"14";"16";"13";"12";"14";"11";"14";"14";"18";"12";"14";"12";"11";"17";"11";"10";"11";"14";"9";"15";"9";"13";"11";"13";"13"
"Jonatan Tollås Nation";"5415";"6";"6";"7";"5";"9";"6";"12";"7";"6";"14";"12";"7";"14";"11";"11";"13";"8";"12";"14";"8";"13";"14";"7";"18";"10";"14";"14";"12";"10";"8";"10";"16";"12";"10";"14";"13";"11";"7"
"Sacha Boey";"5416";"5";"11";"10";"8";"11";"5";"6";"7";"10";"14";"11";"7";"13";"11";"14";"11";"12";"12";"13";"10";"12";"13";"8";"15";"11";"13";"14";"14";"14";"14";"13";"11";"13";"14";"15";"12";"14";"8"
"Elba Rashani";"5417";"12";"12";"13";"13";"14";"13";"5";"12";"5";"4";"12";"9";"4";"14";"5";"13";"6";"13";"8";"14";"13";"13";"16";"5";"14";"5";"13";"13";"13";"14";"12";"10";"10";"13";"13";"11";"12";"10"
"Fernando Torrent";"5418";"8";"11";"13";"9";"12";"10";"11";"10";"11";"13";"12";"6";"12";"11";"10";"13";"11";"12";"13";"12";"12";"13";"10";"8";"13";"13";"13";"13";"12";"12";"12";"9";"11";"14";"12";"10";"14";"6"
"Petter Strand";"5419";"11";"11";"11";"8";"12";"13";"8";"13";"8";"11";"12";"9";"14";"12";"15";"11";"16";"11";"12";"12";"11";"14";"8";"8";"11";"12";"15";"19";"13";"10";"11";"8";"11";"12";"18";"11";"15";"13"
"Ivan Näsberg";"5420";"5";"9";"8";"6";"10";"7";"12";"8";"8";"13";"12";"7";"14";"11";"15";"13";"14";"10";"13";"10";"11";"13";"4";"15";"10";"14";"12";"13";"11";"10";"12";"15";"12";"12";"13";"14";"12";"7"
"Anders Trondsen";"5421";"14";"15";"11";"7";"12";"13";"8";"14";"6";"11";"15";"12";"13";"12";"12";"10";"12";"11";"12";"14";"12";"12";"13";"7";"13";"11";"13";"14";"10";"12";"12";"9";"12";"9";"14";"12";"11";"9"
"Guido Mainero";"5422";"11";"11";"14";"10";"13";"10";"7";"9";"5";"5";"13";"10";"5";"13";"13";"13";"11";"10";"10";"12";"10";"12";"12";"7";"14";"9";"13";"12";"15";"14";"10";"9";"13";"14";"13";"9";"10";"4"
"Marius Lode";"5423";"4";"8";"12";"6";"12";"5";"12";"7";"8";"13";"13";"9";"13";"12";"15";"13";"13";"15";"13";"12";"12";"13";"11";"13";"10";"14";"14";"12";"11";"11";"13";"12";"15";"12";"13";"13";"13";"10"
"Andreas Vindheim";"5424";"12";"14";"12";"9";"11";"5";"11";"5";"8";"11";"13";"6";"12";"11";"12";"12";"11";"11";"12";"12";"12";"12";"11";"6";"14";"12";"12";"13";"14";"13";"14";"10";"12";"14";"14";"12";"12";"6"
"Abdülkerim Bardakcı";"5425";"8";"10";"12";"8";"12";"6";"13";"9";"7";"13";"13";"7";"13";"12";"15";"13";"14";"14";"11";"12";"12";"13";"10";"10";"9";"12";"12";"13";"12";"12";"14";"13";"14";"13";"12";"14";"13";"10"
"Daouda Bamba";"5426";"6";"8";"13";"12";"12";"7";"13";"11";"4";"4";"11";"9";"3";"13";"14";"15";"13";"8";"7";"10";"8";"15";"15";"4";"14";"6";"13";"16";"14";"15";"11";"12";"13";"15";"16";"15";"13";"13"
"Moryké Fofana";"5427";"7";"12";"17";"13";"13";"8";"7";"12";"7";"5";"12";"7";"6";"16";"13";"12";"9";"11";"10";"12";"9";"11";"17";"7";"12";"7";"10";"12";"14";"15";"14";"9";"13";"13";"11";"12";"8";"7"
"Zymer Bytyqi";"5428";"10";"13";"15";"12";"15";"13";"5";"14";"4";"4";"13";"11";"5";"15";"10";"10";"7";"12";"9";"13";"12";"9";"15";"4";"11";"7";"10";"12";"13";"14";"13";"6";"11";"13";"11";"8";"11";"6"
"Lisandro Alzugaray";"5429";"13";"14";"15";"13";"14";"10";"9";"14";"8";"9";"13";"11";"8";"14";"12";"13";"9";"9";"13";"14";"14";"11";"11";"8";"16";"9";"15";"13";"12";"11";"11";"8";"11";"12";"11";"10";"13";"8"
"Gustav Wikheim";"5430";"11";"11";"14";"10";"14";"10";"5";"9";"5";"5";"13";"6";"6";"14";"11";"13";"10";"13";"9";"12";"9";"11";"16";"4";"12";"7";"12";"12";"15";"14";"13";"9";"13";"14";"12";"8";"10";"10"
"Emre Kılınç";"5431";"12";"11";"13";"12";"11";"10";"9";"12";"6";"7";"13";"11";"10";"14";"14";"12";"13";"12";"11";"12";"12";"11";"11";"7";"13";"9";"13";"13";"14";"14";"10";"7";"13";"13";"13";"8";"13";"7"
"Juan Infante";"5432";"8";"13";"13";"11";"12";"8";"13";"12";"13";"11";"13";"3";"14";"13";"11";"12";"9";"12";"14";"11";"12";"15";"10";"13";"13";"13";"14";"13";"13";"11";"11";"11";"11";"13";"13";"12";"14";"12"
"Ghayas Zahid";"5433";"13";"13";"14";"12";"15";"12";"7";"12";"4";"6";"14";"10";"7";"15";"7";"11";"8";"12";"10";"14";"12";"11";"15";"9";"14";"8";"13";"11";"13";"14";"12";"7";"11";"12";"12";"9";"11";"10"
"Bafodé Diakité";"5434";"5";"12";"10";"12";"11";"4";"14";"8";"11";"13";"11";"9";"13";"8";"12";"13";"13";"10";"10";"9";"12";"15";"11";"12";"13";"11";"13";"13";"13";"13";"14";"14";"14";"13";"12";"14";"12";"10"
"Chuba Akpom";"5435";"6";"9";"10";"11";"10";"7";"10";"8";"4";"7";"10";"10";"7";"12";"12";"11";"14";"12";"10";"10";"10";"13";"13";"8";"14";"6";"13";"14";"17";"14";"15";"13";"14";"16";"14";"14";"12";"8"
"Anass Zaroury";"5436";"9";"11";"14";"7";"14";"8";"5";"8";"6";"7";"12";"3";"5";"14";"10";"12";"14";"10";"12";"10";"12";"4";"16";"7";"12";"8";"11";"11";"15";"14";"9";"9";"12";"14";"11";"9";"12";"6"
"Douglas Augusto";"5437";"8";"10";"11";"11";"12";"9";"9";"13";"9";"13";"13";"13";"13";"13";"16";"12";"13";"12";"11";"11";"13";"14";"12";"11";"10";"13";"12";"13";"11";"13";"12";"9";"12";"12";"12";"12";"12";"15"
"Marquinhos Cipriano";"5438";"10";"11";"12";"14";"13";"5";"10";"9";"7";"12";"12";"11";"12";"10";"11";"14";"11";"11";"10";"9";"13";"14";"13";"3";"14";"13";"8";"13";"12";"15";"13";"8";"15";"14";"9";"10";"8";"6"
"Denis Kolinger";"5439";"2";"3";"5";"6";"9";"3";"14";"6";"8";"14";"10";"5";"15";"9";"17";"12";"17";"8";"15";"6";"13";"17";"4";"15";"8";"14";"15";"13";"6";"5";"14";"20";"13";"8";"13";"18";"14";"11"
"Mateus Vital";"5440";"11";"12";"14";"11";"14";"12";"8";"13";"4";"5";"14";"14";"5";"15";"8";"13";"7";"10";"10";"13";"11";"9";"15";"7";"13";"7";"8";"10";"14";"13";"11";"9";"13";"14";"12";"9";"11";"3"
"Karlo Muhar";"5441";"7";"8";"11";"8";"12";"8";"12";"8";"7";"13";"12";"10";"14";"12";"16";"12";"13";"11";"11";"12";"11";"12";"9";"13";"10";"12";"13";"13";"12";"12";"12";"13";"11";"12";"13";"13";"10";"13"
"Andrija Balić";"5442";"13";"11";"12";"9";"14";"12";"9";"14";"8";"7";"14";"11";"8";"15";"18";"12";"12";"12";"10";"14";"10";"13";"15";"7";"12";"8";"13";"11";"13";"14";"13";"10";"12";"12";"12";"8";"12";"8"
"Caju";"5443";"11";"11";"13";"12";"13";"8";"7";"11";"15";"12";"14";"5";"11";"13";"8";"13";"14";"12";"12";"10";"12";"11";"12";"8";"14";"11";"12";"15";"14";"14";"10";"8";"15";"15";"13";"11";"12";"4"
"Thiago Santos";"5444";"6";"8";"8";"8";"11";"7";"12";"8";"11";"14";"10";"8";"15";"11";"15";"15";"15";"12";"11";"10";"12";"14";"11";"9";"10";"14";"16";"16";"11";"12";"13";"12";"13";"12";"14";"14";"12";"16"
"Ivan Nevistić";"5445";"2";"1";"2";"3";"7";"7";"8";"3";"3";"1";"10";"1";"3";"7";"11";"13";"13";"12";"11";"6";"10";"11";"2";"10";"1";"13";"10";"10";"12";"13";"12";"18";"6";"10";"10";"13";"9";"7"
"Daniel Fuzato";"5446";"2";"3";"6";"3";"9";"1";"2";"3";"3";"3";"10";"6";"2";"9";"11";"13";"14";"13";"11";"7";"10";"4";"13";"9";"1";"13";"14";"13";"12";"13";"8";"15";"15";"12";"11";"14";"13";"5"
"Matheus Rossetto";"5447";"11";"11";"13";"10";"13";"12";"11";"14";"11";"12";"14";"10";"11";"13";"11";"13";"12";"11";"12";"12";"13";"12";"12";"12";"12";"13";"12";"12";"13";"13";"13";"12";"12";"13";"13";"11";"12";"14"
"Neven Đurasek";"5448";"6";"8";"12";"10";"12";"6";"9";"8";"5";"11";"14";"8";"14";"11";"14";"13";"14";"11";"12";"14";"13";"14";"8";"8";"14";"11";"13";"13";"13";"13";"12";"7";"14";"14";"15";"10";"11";"9"
"Rafael Ratão";"5449";"8";"11";"15";"13";"14";"8";"12";"12";"8";"7";"13";"11";"7";"14";"12";"12";"12";"12";"12";"12";"12";"15";"15";"7";"13";"13";"14";"11";"14";"14";"12";"7";"15";"14";"12";"12";"12";"6"
"Willian Oliveira";"5450";"6";"6";"8";"8";"11";"7";"12";"7";"12";"13";"12";"7";"13";"11";"12";"13";"14";"12";"12";"12";"12";"14";"10";"10";"11";"13";"14";"15";"12";"12";"15";"13";"12";"12";"14";"11";"14";"12"
"Tomáš Koubek";"5451";"2";"1";"1";"1";"7";"2";"2";"2";"5";"6";"9";"5";"8";"6";"10";"12";"13";"11";"12";"6";"11";"15";"15";"16";"4";"12";"11";"8";"12";"12";"12";"13";"13";"12";"9";"15";"12";"10"
"Jan Navrátil";"5452";"6";"13";"15";"11";"14";"5";"4";"10";"3";"6";"14";"10";"5";"13";"9";"12";"12";"6";"13";"13";"12";"12";"14";"9";"12";"4";"14";"15";"15";"12";"6";"4";"13";"16";"11";"6";"11";"10"
"Zé Roberto";"5453";"6";"9";"13";"12";"13";"13";"11";"12";"7";"7";"11";"14";"7";"13";"12";"13";"13";"12";"9";"11";"10";"14";"14";"7";"13";"7";"8";"13";"15";"13";"11";"10";"12";"14";"13";"9";"13";"9"
"Zé Welison";"5454";"10";"10";"10";"9";"13";"11";"11";"13";"4";"13";"12";"11";"12";"12";"15";"11";"14";"12";"11";"12";"12";"13";"12";"12";"12";"13";"14";"14";"14";"13";"12";"7";"13";"14";"14";"13";"12";"14"
"Filip Novák";"5455";"11";"8";"13";"12";"13";"14";"14";"11";"15";"11";"12";"11";"11";"12";"11";"14";"15";"13";"11";"12";"12";"15";"12";"10";"15";"10";"12";"11";"12";"13";"13";"13";"13";"12";"13";"13";"11";"12"
"Flávio";"5456";"8";"10";"11";"8";"13";"10";"10";"10";"8";"13";"13";"10";"11";"12";"15";"14";"13";"12";"13";"11";"12";"14";"13";"8";"12";"10";"14";"15";"13";"12";"11";"8";"14";"13";"15";"13";"12";"13"
"Pablo Hernández";"5457";"12";"12";"11";"10";"15";"13";"12";"13";"8";"9";"14";"14";"9";"14";"16";"14";"15";"13";"14";"14";"13";"14";"16";"11";"14";"9";"16";"10";"9";"11";"10";"14";"11";"10";"11";"13";"8";"14"
"Martin Baturina";"5458";"12";"13";"14";"10";"14";"12";"6";"13";"4";"7";"13";"10";"10";"14";"11";"14";"10";"12";"9";"14";"13";"15";"14";"8";"12";"10";"11";"12";"13";"13";"12";"8";"13";"11";"11";"9";"12";"6"
