"Name(ocultar)";"Futbolista_ID";"Alcance aéreo";"Liderazgo en el área";"Comunicación";"Exentricidad";"Manejo de balón";"Despeje de balón";"1 vs 1";"Reflejos";"Salir a por el balón ";"Puños de portero";"Lanzamientos de portero"
"Joe Hart";"3946";"14";"14";"15";"17";"14";"11";"14";"15";"10";"13";"14"
"Jay Gorter";"3947";"14";"11";"10";"17";"12";"12";"12";"15";"14";"17";"12"
"Tahith Chong";"3948";"2";"1";"4";"4";"4";"3";"3";"3";"1";"1";"2"
"Tom Rogić";"3949";"2";"2";"1";"3";"2";"4";"3";"2";"2";"2";"3"
"Steve Mounié";"3950";"2";"3";"2";"4";"3";"3";"1";"2";"2";"3";"3"
"Léo Gamalho";"3951";"1";"2";"3";"2";"2";"1";"2";"2";"1";"3";"3"
"Luiz Júnior";"3952";"15";"10";"10";"12";"13";"12";"12";"16";"18";"8";"12"
"Ytalo";"3953";"2";"1";"3";"2";"2";"2";"3";"1";"3";"2";"3"
"Marvin Zeegelaar";"3954";"3";"3";"3";"3";"3";"4";"3";"1";"1";"2";"2"
"Braian Aguirre";"3955";"2";"4";"1";"2";"3";"1";"1";"1";"2";"2";"1"
"Matheuzinho";"3956";"3";"3";"3";"3";"2";"3";"4";"1";"1";"1";"1"
"Carlos Augusto";"3957";"1";"3";"1";"2";"2";"2";"1";"1";"2";"1";"4"
"Mauro Luna Diale";"3958";"1";"3";"2";"2";"2";"2";"3";"3";"2";"2";"2"
"Jamal Lowe";"3959";"2";"1";"3";"1";"1";"3";"1";"2";"3";"3";"3"
"Jörg Siebenhandl";"3960";"13";"13";"13";"6";"13";"13";"13";"15";"12";"10";"13"
"Guido Burgstaller";"3961";"3";"1";"2";"1";"4";"2";"1";"2";"3";"2";"1"
"Alemão";"3962";"2";"3";"2";"3";"1";"3";"2";"2";"3";"2";"1"
"Stijn Spierings";"3963";"3";"3";"3";"3";"4";"1";"3";"1";"2";"1";"2"
"Jordi Quintillà";"3964";"2";"3";"2";"1";"1";"2";"3";"1";"1";"1";"2"
"Stefan Hierländer";"3965";"2";"2";"2";"1";"4";"3";"2";"2";"1";"1";"2"
"Azor Matusiwa";"3966";"2";"1";"1";"3";"3";"3";"3";"3";"1";"3";"3"
"Deyovaisio Zeefuik";"3967";"2";"3";"1";"2";"2";"1";"2";"3";"1";"3";"3"
"Jurgen Mattheij";"3968";"3";"1";"2";"2";"3";"2";"2";"2";"2";"1";"2"
"Lucas Kal";"3969";"1";"1";"2";"1";"1";"1";"3";"1";"1";"4";"2"
"Renzo Saravia";"3970";"1";"3";"1";"2";"3";"3";"2";"2";"3";"3";"3"
"Maracás";"3971";"2";"3";"2";"1";"1";"3";"3";"3";"2";"2";"3"
"Bruno Viana";"3972";"2";"4";"2";"1";"3";"1";"2";"1";"2";"3";"1"
"Matías Melluso";"3973";"1";"2";"2";"4";"1";"1";"2";"1";"1";"3";"3"
"Gerard Valentín";"3974";"2";"3";"3";"3";"1";"1";"1";"1";"3";"3";"4"
"Pedro Rocha";"3975";"1";"2";"3";"1";"1";"2";"2";"3";"2";"2";"1"
"Coke";"3976";"1";"2";"1";"3";"2";"1";"2";"2";"4";"2";"3"
"Maurício";"3977";"2";"3";"1";"2";"1";"3";"1";"2";"1";"1";"1"
"Moisés";"3978";"1";"1";"3";"3";"1";"1";"2";"2";"2";"3";"2"
"Aimar";"3979";"3";"3";"3";"1";"3";"2";"1";"2";"2";"1";"1"
"Alisson";"3980";"1";"1";"3";"1";"2";"3";"2";"2";"3";"2";"3"
"Danilo Pereira";"3981";"2";"4";"1";"2";"1";"2";"1";"2";"4";"3";"3"
"Diego";"3982";"1";"1";"2";"3";"3";"1";"1";"1";"1";"2";"2"
"Éder";"3983";"2";"3";"2";"1";"1";"1";"2";"3";"2";"1";"1"
"Ewerton";"3984";"3";"1";"3";"3";"2";"3";"3";"2";"2";"3";"4"
"Felipe";"3985";"1";"2";"1";"1";"1";"1";"2";"3";"2";"2";"1"
"Leonardo";"3986";"3";"2";"3";"3";"1";"2";"1";"1";"2";"3";"4"
"Jérôme Gondorf";"3987";"1";"1";"3";"3";"2";"1";"2";"2";"3";"2";"1"
"Latif Blessing";"3988";"1";"1";"1";"3";"2";"2";"2";"2";"1";"2";"2"
"Benedikt Pichler";"3989";"3";"1";"1";"3";"3";"1";"1";"2";"2";"2";"2"
"César Ibáñez";"3990";"2";"3";"2";"3";"1";"1";"1";"3";"2";"3";"1"
"Alexandr Yerokhin";"3991";"1";"3";"2";"2";"2";"3";"3";"3";"1";"1";"3"
"Daryl Dike";"3992";"2";"3";"2";"2";"3";"3";"3";"2";"3";"1";"1"
"Josué";"3993";"3";"2";"3";"1";"1";"4";"3";"1";"2";"1";"3"
"Ryan Hedges";"3994";"4";"4";"3";"3";"1";"3";"2";"2";"2";"3";"4"
"Manolo Reina";"3995";"12";"12";"12";"6";"13";"12";"13";"13";"14";"12";"12"
"Kaio Jorge";"3996";"1";"3";"1";"2";"3";"2";"1";"3";"1";"3";"2"
"Esteban Pavez";"3997";"3";"1";"3";"3";"3";"2";"1";"1";"3";"2";"2"
"Martin Harnik";"3998";"1";"3";"1";"3";"2";"2";"1";"1";"2";"4";"2"
"David Duarte";"3999";"4";"1";"1";"2";"4";"2";"1";"3";"1";"3";"1"
"Pedro Tiba";"4000";"2";"1";"1";"3";"1";"1";"1";"3";"2";"2";"3"
"Carlos Vigaray";"4001";"1";"1";"2";"1";"4";"2";"1";"3";"4";"4";"4"
"Eldar Ćivić";"4002";"1";"2";"1";"3";"4";"2";"3";"1";"1";"2";"1"
"Allan McGregor";"4003";"10";"4";"16";"4";"13";"7";"16";"17";"4";"11";"13"
"David Barbona";"4004";"3";"1";"3";"3";"1";"2";"3";"1";"3";"1";"3"
"Jonas Meffert";"4005";"3";"3";"4";"2";"3";"2";"1";"3";"2";"3";"1"
"Riccardo Gagliolo";"4006";"1";"2";"1";"2";"3";"3";"2";"2";"2";"3";"2"
"Maxim Osipenko";"4007";"1";"2";"1";"1";"3";"2";"2";"2";"2";"2";"4"
"Kiko Olivas";"4008";"1";"2";"3";"3";"3";"1";"1";"3";"2";"1";"1"
"Andrés Rentería";"4009";"4";"3";"1";"3";"1";"3";"1";"1";"3";"3";"2"
"Dmitry Skopintsev";"4010";"3";"2";"1";"1";"2";"3";"2";"3";"3";"3";"3"
"Martin Hinteregger";"4011";"1";"2";"3";"1";"3";"2";"1";"3";"3";"2";"3"
"Andrea La Mantia";"4012";"2";"2";"1";"1";"1";"4";"2";"1";"3";"3";"2"
"Jimmy Giraudon";"4013";"3";"2";"3";"3";"2";"3";"2";"3";"3";"4";"1"
"Nuke Mfulu";"4014";"2";"1";"3";"2";"1";"2";"1";"3";"1";"1";"3"
"Alex Valera";"4015";"2";"1";"2";"1";"2";"2";"1";"1";"3";"3";"2"
"Alex Bangura";"4016";"3";"3";"1";"1";"1";"1";"1";"1";"2";"2";"1"
"Sebastian Walukiewicz";"4017";"2";"2";"2";"4";"3";"3";"3";"2";"1";"1";"3"
"Fedor Chalov";"4018";"3";"3";"1";"1";"2";"1";"2";"2";"3";"2";"3"
"Lucas Crispim";"4019";"3";"1";"3";"4";"2";"3";"3";"1";"2";"2";"1"
"Danil Glebov";"4020";"1";"3";"2";"3";"1";"2";"1";"1";"1";"3";"1"
"Gaetano Letizia";"4021";"2";"1";"1";"1";"3";"2";"1";"2";"2";"3";"2"
"Ilja Samoshnikov";"4022";"4";"3";"1";"3";"3";"2";"2";"3";"3";"1";"2"
"Eric Meza";"4023";"4";"3";"1";"2";"1";"2";"1";"1";"3";"3";"3"
"Quique";"4024";"2";"3";"1";"1";"1";"3";"1";"1";"2";"2";"3"
"Rabbi Matondo";"4025";"2";"3";"1";"2";"3";"3";"1";"3";"1";"2";"2"
"Lasse Nielsen";"4026";"1";"3";"2";"3";"2";"2";"2";"3";"3";"3";"1"
"Datro Fofana";"4027";"2";"3";"2";"2";"3";"1";"2";"1";"1";"4";"4"
"Rob Schoofs";"4028";"4";"3";"1";"4";"3";"3";"2";"2";"1";"3";"1"
"Lucas González";"4029";"3";"1";"3";"1";"2";"4";"3";"3";"3";"1";"2"
"Gautier Larsonneur";"4030";"10";"13";"11";"12";"13";"12";"13";"14";"14";"8";"12"
"Rodrigo Aguirre";"4031";"1";"1";"2";"2";"3";"1";"1";"1";"1";"1";"2"
"Gabaski";"4032";"16";"14";"13";"13";"12";"9";"13";"16";"11";"16";"12"
"Curro";"4033";"3";"1";"2";"1";"1";"3";"3";"2";"3";"3";"1"
"Álex Mula";"4034";"3";"2";"4";"1";"2";"1";"3";"3";"1";"2";"1"
"Mijo Caktaš";"4035";"3";"1";"1";"1";"1";"2";"3";"3";"3";"3";"1"
"Javier Correa";"4036";"3";"1";"3";"3";"1";"1";"2";"3";"3";"3";"1"
"Gastón Pereiro";"4037";"3";"2";"3";"3";"1";"1";"2";"2";"1";"2";"3"
"Jean-Luc Dompé";"4038";"1";"1";"3";"2";"1";"2";"2";"2";"3";"1";"1"
"Nathan Ngoumou";"4039";"1";"4";"1";"3";"1";"1";"2";"1";"3";"4";"3"
"Peter Michorl";"4040";"2";"3";"3";"1";"3";"3";"3";"2";"1";"2";"2"
"Nicolás Domingo";"4041";"2";"3";"3";"2";"1";"2";"3";"1";"3";"2";"1"
"Sherman Cárdenas";"4042";"2";"1";"2";"2";"2";"3";"2";"3";"2";"2";"4"
"Ridgeciano Haps";"4043";"1";"4";"3";"1";"3";"3";"1";"1";"2";"1";"1"
"Mohanad Jeahze";"4044";"3";"1";"2";"1";"2";"1";"3";"3";"2";"1";"3"
"Antunes";"4045";"3";"1";"3";"2";"1";"3";"3";"1";"4";"3";"1"
"José Pedro Fuenzalida";"4046";"2";"1";"2";"1";"4";"3";"4";"4";"3";"2";"2"
"Oscar Murillo";"4047";"2";"3";"3";"1";"3";"2";"1";"3";"3";"1";"3"
"Yanis Hamache";"4048";"4";"3";"1";"3";"3";"3";"4";"2";"2";"3";"2"
"Quini";"4049";"3";"3";"1";"1";"2";"1";"4";"2";"2";"1";"1"
"Eric Ramires";"4050";"3";"4";"1";"2";"1";"1";"2";"4";"2";"1";"1"
"Erick";"4051";"3";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2"
"Dango Ouattara";"4052";"3";"1";"2";"1";"3";"2";"2";"3";"2";"3";"2"
"Marin Tomasov";"4053";"2";"2";"1";"1";"3";"1";"3";"2";"3";"1";"3"
"Mamadou Coulibaly";"4054";"1";"2";"3";"3";"2";"2";"1";"3";"2";"1";"2"
"Manuel Benson Hedilazio";"4055";"4";"1";"1";"1";"3";"2";"4";"2";"3";"1";"1"
"Alexis Maldonado";"4056";"1";"2";"2";"1";"3";"3";"3";"3";"2";"3";"2"
"Nazareno Colombo";"4057";"4";"2";"2";"3";"1";"2";"3";"2";"2";"1";"2"
"Grady Diangana";"4058";"2";"1";"4";"2";"1";"2";"3";"2";"1";"3";"2"
"Valber Huerta";"4059";"3";"1";"3";"2";"1";"1";"1";"2";"3";"2";"3"
"Agustín Martegani";"4060";"3";"1";"3";"2";"3";"1";"1";"1";"3";"3";"1"
"Marco Bolados";"4061";"2";"4";"2";"2";"1";"3";"2";"2";"1";"3";"2"
"Amadou Danté";"4062";"3";"2";"1";"1";"2";"1";"2";"1";"3";"1";"2"
"Javier Cabrera";"4063";"1";"1";"1";"1";"2";"1";"2";"3";"2";"2";"1"
"Fabian Frei";"4064";"2";"3";"2";"2";"2";"1";"1";"2";"2";"1";"1"
"Dennis Hadžikadunić";"4065";"2";"3";"3";"3";"2";"3";"1";"3";"2";"1";"1"
"Mauricio Martínez";"4066";"2";"3";"4";"2";"2";"2";"1";"3";"1";"2";"4"
"Tobias Kempe";"4067";"2";"3";"1";"1";"1";"3";"3";"1";"3";"4";"2"
"Emanuel Vignato";"4068";"3";"2";"1";"1";"2";"1";"2";"3";"4";"2";"1"
"Victor Edvardsen";"4069";"1";"3";"1";"2";"1";"2";"3";"3";"1";"1";"2"
"Grégoire Defrel";"4070";"1";"2";"2";"3";"1";"2";"1";"2";"3";"3";"3"
"Filipe Relvas";"4071";"2";"3";"1";"3";"1";"3";"3";"2";"1";"2";"1"
"Facundo Kruspzky";"4072";"3";"3";"1";"1";"2";"2";"1";"3";"2";"3";"3"
"Sascha Burchert";"4073";"14";"12";"13";"14";"13";"12";"12";"15";"14";"13";"12"
"Marcos Ledesma";"4074";"12";"11";"13";"6";"13";"10";"13";"16";"14";"11";"13"
"Gianluca Gaetano";"4075";"2";"2";"3";"3";"1";"2";"1";"2";"2";"4";"1"
"Jamie Bynoe-Gittens";"4076";"2";"3";"3";"1";"3";"2";"3";"3";"1";"2";"1"
"Mark-Anthony Kaye";"4077";"1";"2";"3";"2";"3";"8";"1";"4";"1";"1";"4"
"Federico Baschirotto";"4078";"1";"3";"1";"3";"2";"1";"2";"1";"3";"2";"2"
"Aron Dønnum";"4079";"1";"3";"4";"1";"3";"2";"4";"3";"3";"1";"1"
"Emmanuel Boateng";"4080";"4";"2";"1";"2";"3";"2";"2";"3";"3";"3";"3"
"Rey Manaj";"4081";"3";"1";"1";"2";"2";"3";"1";"3";"3";"1";"1"
"Jaminton Campaz";"4082";"2";"2";"2";"2";"2";"1";"3";"1";"1";"1";"1"
"Darius Olaru";"4083";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1"
"Luca Pfeiffer";"4084";"3";"1";"4";"2";"3";"2";"1";"3";"1";"3";"2"
"Damián Díaz";"4085";"2";"3";"4";"2";"1";"2";"1";"3";"2";"3";"3"
"Jessic Ngankam";"4086";"3";"3";"4";"1";"2";"4";"2";"3";"4";"3";"2"
"André Amaro";"4087";"3";"2";"2";"2";"3";"3";"3";"2";"1";"1";"2"
"Kim Bo-Kyung";"4088";"1";"3";"3";"3";"3";"1";"2";"1";"3";"3";"4"
"Håvard Nordtveit";"4089";"1";"1";"3";"2";"2";"2";"1";"3";"2";"3";"2"
"Andrés Colorado";"4090";"2";"3";"3";"1";"1";"1";"3";"2";"1";"1";"3"
"Julian Chabot";"4091";"1";"2";"1";"3";"1";"2";"2";"3";"1";"1";"2"
"Hjalmar Ekdal";"4092";"2";"2";"3";"3";"3";"3";"1";"1";"2";"3";"1"
"Andreas Hanche-Olsen";"4093";"3";"1";"1";"1";"2";"1";"3";"2";"2";"4";"1"
"Petko Hristov";"4094";"1";"1";"3";"2";"4";"1";"3";"2";"2";"1";"3"
"Leonardo Sequeira";"4095";"3";"3";"3";"2";"2";"2";"3";"2";"1";"3";"2"
"Ahmed Aboul Fotouh";"4096";"3";"3";"2";"3";"2";"2";"2";"2";"3";"3";"1"
"Cristian Vega";"4097";"3";"3";"2";"2";"3";"1";"1";"2";"2";"2";"1"
"Danilho Doekhi";"4098";"1";"2";"3";"2";"2";"2";"2";"1";"1";"3";"2"
"Gabriel Fuentes";"4099";"2";"2";"3";"2";"2";"3";"4";"2";"4";"1";"3"
"Jhon Duque";"4100";"2";"3";"3";"2";"2";"2";"1";"2";"4";"1";"3"
"Achraf Dari";"4101";"2";"2";"3";"1";"2";"3";"3";"1";"1";"1";"3"
"Todor Nedelev";"4102";"2";"2";"3";"1";"1";"3";"2";"3";"2";"1";"1"
"Lameck Banda";"4103";"2";"3";"1";"2";"3";"3";"3";"3";"3";"1";"3"
"Stian Rode Gregersen";"4104";"3";"1";"1";"1";"4";"2";"1";"3";"2";"3";"1"
"Tomás Guidara";"4105";"3";"3";"3";"2";"1";"2";"1";"1";"1";"1";"4"
"Pablo Santos";"4106";"3";"3";"3";"3";"2";"1";"2";"1";"3";"2";"2"
"Miroslav Bogosavac";"4107";"1";"1";"3";"1";"3";"1";"1";"1";"2";"3";"3"
"Jonathan Torres";"4108";"3";"1";"1";"2";"1";"1";"2";"2";"3";"3";"2"
"Federico Gattoni";"4109";"1";"3";"3";"1";"3";"2";"3";"3";"3";"4";"2"
"Riccardo Marchizza";"4110";"2";"1";"3";"1";"1";"2";"1";"1";"1";"4";"1"
"Fernando Forestieri";"4111";"2";"3";"2";"3";"1";"2";"4";"1";"1";"3";"3"
"Andrea Favilli";"4112";"3";"2";"2";"2";"1";"3";"2";"3";"1";"3";"2"
"Dennis Diekmeier";"4113";"2";"3";"2";"1";"2";"1";"3";"2";"2";"2";"4"
"Doğukan Sinik";"4114";"2";"2";"2";"1";"2";"3";"3";"3";"3";"1";"1"
"Darko Churlinov";"4115";"2";"2";"3";"1";"1";"2";"3";"3";"3";"3";"3"
"José Paradela";"4116";"3";"3";"3";"1";"3";"3";"1";"3";"3";"4";"2"
"Assan Ceesay";"4117";"3";"2";"3";"1";"1";"3";"1";"1";"1";"2";"3"
"José Rodríguez";"4118";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1"
"Alexander Callens";"4119";"3";"1";"1";"2";"1";"3";"2";"1";"3";"1";"3"
"Aleksandar Pešić";"4120";"2";"3";"2";"1";"2";"3";"1";"3";"1";"1";"2"
"Alejandro Hohberg";"4121";"2";"2";"2";"3";"2";"3";"3";"2";"1";"3";"3"
"Elliot Anderson";"4122";"2";"1";"4";"2";"2";"1";"4";"3";"1";"4";"3"
"Lukas Rupp";"4123";"1";"2";"2";"3";"1";"1";"1";"1";"2";"2";"2"
"Rodrigo Cabral";"4124";"1";"2";"1";"3";"1";"2";"3";"3";"2";"1";"1"
"Jamiro Monteiro";"4125";"1";"3";"2";"3";"3";"1";"1";"3";"2";"3";"3"
"Alberto Grassi";"4126";"2";"2";"3";"3";"3";"3";"3";"1";"2";"3";"3"
"Youssouf M'Changama";"4127";"2";"4";"2";"2";"4";"3";"2";"3";"3";"3";"3"
"Luca Netz";"4128";"2";"1";"1";"3";"2";"2";"1";"1";"2";"1";"4"
"Dominick Drexler";"4129";"2";"3";"2";"2";"3";"2";"1";"2";"1";"2";"2"
"Anthony Briançon";"4130";"3";"3";"1";"2";"2";"3";"2";"1";"1";"3";"2"
"Julian Green";"4131";"1";"1";"2";"1";"2";"3";"3";"1";"1";"2";"2"
"Dmitry Chistyakov";"4132";"2";"1";"2";"3";"1";"2";"3";"3";"2";"3";"3"
"Milton Giménez";"4133";"2";"2";"2";"1";"2";"3";"1";"1";"2";"3";"2"
"Andrew";"4134";"13";"8";"10";"16";"13";"11";"15";"16";"8";"12";"11"
"Mory Diaw";"4135";"14";"11";"12";"12";"13";"18";"13";"16";"14";"12";"12"
"Ron Schallenberg";"4136";"1";"2";"2";"1";"3";"3";"1";"1";"2";"1";"3"
"Soufiane Rahimi";"4137";"4";"3";"3";"2";"1";"3";"1";"1";"3";"1";"2"
"Kacper Przybyłko";"4138";"1";"2";"3";"2";"3";"2";"2";"1";"1";"2";"1"
"Igor Plastun";"4139";"3";"2";"3";"3";"1";"3";"3";"2";"2";"1";"4"
"Stefano Moreo";"4140";"1";"2";"2";"2";"3";"1";"4";"3";"2";"3";"1"
"Patrick de Paula";"4141";"3";"2";"1";"3";"2";"2";"3";"2";"2";"1";"1"
"Abdulaziz Hatem";"4142";"1";"2";"3";"1";"2";"3";"1";"3";"1";"2";"1"
"Raul Gustavo";"4143";"2";"2";"1";"3";"2";"3";"2";"3";"3";"3";"4"
"Daniel Ruiz";"4144";"1";"1";"3";"1";"1";"1";"3";"1";"3";"3";"3"
"Derrick Köhn";"4145";"1";"3";"2";"1";"2";"3";"3";"2";"1";"2";"1"
"Christian Benteke";"4146";"1";"1";"2";"3";"3";"1";"3";"3";"1";"3";"1"
"Finn Becker";"4147";"2";"1";"1";"3";"1";"1";"3";"2";"3";"1";"3"
"Florian Hübner";"4148";"3";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1"
"Yari Verschaeren";"4149";"3";"3";"1";"3";"1";"3";"1";"1";"1";"3";"1"
"Alexey Ionov";"4150";"3";"2";"2";"2";"2";"3";"1";"2";"1";"3";"2"
"Victor Bobsin";"4151";"1";"3";"4";"3";"2";"2";"3";"1";"2";"1";"3"
"Nani";"4152";"2";"2";"2";"1";"3";"1";"1";"1";"1";"3";"2"
"Alerrandro";"4153";"3";"2";"1";"2";"2";"3";"2";"3";"3";"1";"3"
"Jeroen Zoet";"4154";"13";"13";"14";"6";"13";"12";"14";"15";"13";"10";"13"
"Diego González";"4155";"2";"3";"2";"1";"1";"3";"1";"2";"2";"2";"1"
"Nikola Maksimović";"4156";"2";"3";"1";"1";"2";"3";"1";"2";"3";"3";"3"
"Kevin Gutiérrez";"4157";"2";"2";"3";"1";"1";"2";"2";"2";"1";"2";"3"
"Juraj Kucka";"4158";"1";"3";"1";"2";"1";"1";"2";"3";"3";"2";"3"
"Osame Sahraoui";"4159";"3";"3";"2";"3";"2";"1";"2";"2";"1";"3";"3"
"Phillip Tietz";"4160";"3";"2";"3";"3";"3";"1";"3";"2";"2";"3";"2"
"Wilfrido De La Rosa";"4161";"3";"1";"2";"4";"3";"3";"1";"3";"1";"4";"3"
"Ondřej Lingr";"4162";"1";"1";"4";"2";"2";"2";"3";"3";"3";"3";"2"
"Joaquín Larrivey";"4163";"3";"4";"1";"1";"3";"1";"2";"3";"3";"1";"3"
"Robinho";"4164";"1";"2";"3";"1";"1";"2";"3";"1";"3";"3";"1"
"Marquinhos";"4165";"2";"1";"2";"2";"3";"3";"2";"3";"3";"2";"1"
"Junior Moraes";"4166";"2";"3";"2";"1";"2";"4";"1";"3";"3";"3";"2"
"Semi Ajayi";"4167";"2";"1";"2";"1";"1";"3";"3";"1";"1";"1";"3"
"Rodrigo Riquelme";"4168";"2";"4";"1";"2";"2";"3";"1";"3";"4";"1";"3"
"Manprit Sarkaria";"4169";"3";"3";"2";"1";"1";"2";"2";"2";"1";"1";"1"
"Anderson Carvalho";"4170";"1";"4";"1";"3";"2";"3";"2";"1";"1";"3";"3"
"Casper Tengstedt";"4171";"2";"2";"3";"1";"2";"3";"1";"2";"3";"1";"3"
"Yohandry Orozco";"4172";"2";"3";"3";"2";"1";"3";"1";"1";"1";"4";"1"
"Walter";"4173";"12";"11";"12";"11";"14";"14";"13";"14";"12";"13";"12"
"Miguel Baeza";"4174";"2";"2";"2";"2";"1";"2";"4";"2";"3";"3";"2"
"Jonathan Menéndez";"4175";"2";"2";"4";"3";"1";"1";"2";"2";"1";"1";"1"
"Juan Espínola";"4176";"11";"10";"11";"9";"12";"13";"12";"15";"15";"14";"13"
"Loris Benito";"4177";"3";"4";"3";"2";"3";"3";"3";"3";"4";"1";"1"
"Guillermo Burdisso";"4178";"4";"2";"2";"2";"3";"2";"3";"1";"2";"2";"1"
"Lautaro Morales";"4179";"12";"10";"11";"7";"13";"12";"12";"15";"13";"8";"12"
"Stanislav Iljutcenko";"4180";"3";"3";"1";"2";"3";"3";"1";"1";"2";"3";"2"
"Sergio Postigo";"4181";"1";"2";"2";"3";"4";"3";"3";"2";"1";"1";"1"
"Adrián Arregui";"4182";"1";"3";"4";"1";"4";"3";"2";"2";"3";"1";"1"
"Cryzan";"4183";"1";"3";"3";"1";"4";"3";"3";"1";"2";"1";"3"
"Alef Manga";"4184";"1";"3";"2";"1";"1";"2";"1";"3";"3";"3";"2"
"Thomas Didillon";"4185";"11";"12";"12";"9";"12";"11";"12";"14";"13";"7";"12"
"Iván Jaime";"4186";"2";"2";"3";"3";"2";"2";"1";"1";"3";"1";"2"
"Christian Gytkjær";"4187";"2";"3";"3";"4";"2";"3";"1";"3";"1";"3";"3"
"Darijan Bojanić";"4188";"2";"1";"2";"2";"2";"1";"2";"3";"3";"3";"3"
"Ashley Barnes";"4189";"1";"2";"3";"2";"3";"1";"1";"4";"3";"2";"3"
"Bruno Pacheco";"4190";"2";"1";"1";"3";"3";"3";"1";"1";"3";"1";"1"
"Jan Gyamerah";"4191";"3";"2";"3";"3";"3";"2";"1";"1";"2";"3";"3"
"Justo Giani";"4192";"3";"2";"2";"3";"2";"4";"1";"1";"2";"2";"3"
"Jérôme Onguéné";"4193";"1";"3";"1";"3";"1";"3";"2";"1";"2";"3";"3"
"Steven Davis";"4194";"1";"2";"3";"2";"2";"1";"2";"3";"1";"2";"1"
"Victor Kristiansen";"4195";"4";"4";"2";"1";"1";"3";"3";"2";"3";"3";"1"
"Haret Ortega";"4196";"3";"3";"3";"2";"1";"4";"3";"2";"1";"3";"1"
"Pablo Maia";"4197";"1";"3";"4";"1";"3";"2";"1";"2";"1";"2";"1"
"Francisco da Costa";"4198";"4";"4";"1";"1";"2";"3";"3";"1";"2";"3";"3"
"Cristian Ansaldi";"4199";"3";"2";"3";"1";"1";"2";"3";"1";"2";"3";"3"
"Jorge Pombo";"4200";"4";"2";"3";"3";"3";"3";"3";"2";"1";"1";"1"
"Jesse Joronen";"4201";"16";"15";"13";"7";"12";"13";"15";"15";"13";"7";"15"
"Rafael Cabral";"4202";"12";"13";"12";"10";"14";"13";"12";"14";"15";"12";"13"
"Mattia Bottani";"4203";"4";"3";"3";"2";"3";"3";"2";"3";"3";"3";"1"
"Kasim Adams";"4204";"3";"2";"3";"1";"1";"1";"1";"2";"2";"3";"4"
"Facundo Garcés";"4205";"3";"1";"3";"3";"1";"3";"1";"3";"3";"3";"2"
"Stefan Ilsanker";"4206";"3";"1";"2";"1";"1";"2";"2";"3";"3";"2";"1"
"Romain Amalfitano";"4207";"3";"3";"1";"2";"3";"3";"4";"1";"3";"3";"1"
"Dániel Gazdag";"4208";"3";"2";"3";"1";"1";"1";"2";"1";"2";"2";"2"
"Ryan Porteous";"4209";"3";"1";"3";"1";"3";"3";"2";"1";"3";"1";"2"
"Paulão";"4210";"1";"3";"1";"1";"1";"3";"1";"3";"3";"3";"2"
"Adam Andersson";"4211";"3";"1";"2";"1";"1";"2";"3";"3";"4";"2";"3"
"Jordi Mboula";"4212";"2";"4";"3";"3";"1";"2";"3";"3";"2";"2";"2"
"Rodrigo Soares";"4213";"1";"3";"1";"1";"2";"2";"3";"2";"1";"1";"2"
"Gerónimo Poblete";"4214";"2";"3";"1";"2";"2";"1";"2";"3";"3";"1";"1"
"Kirian";"4215";"2";"3";"1";"3";"3";"1";"3";"2";"2";"4";"2"
"Saman Ghoddos";"4216";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"2"
"Jonas Lössl";"4217";"14";"14";"12";"8";"13";"13";"14";"14";"12";"9";"12"
"David Juncà";"4218";"2";"2";"1";"3";"3";"1";"2";"3";"1";"3";"2"
"Jere Uronen";"4219";"2";"3";"1";"3";"3";"1";"2";"4";"2";"1";"2"
"Gabriel Alanís";"4220";"1";"3";"1";"1";"2";"2";"1";"1";"3";"3";"3"
"Maxi Rodríguez";"4221";"3";"2";"1";"2";"1";"1";"2";"1";"3";"2";"2"
"Thomas Goiginger";"4222";"3";"4";"3";"3";"3";"2";"4";"1";"2";"3";"1"
"Dan Ndoye";"4223";"2";"3";"3";"3";"3";"2";"3";"1";"3";"2";"2"
"Lázaro";"4224";"3";"2";"3";"1";"2";"3";"3";"4";"3";"4";"3"
"Pablo Rojas";"4225";"1";"3";"4";"1";"3";"2";"3";"3";"1";"2";"3"
"Joakim Nilsson";"4226";"2";"1";"1";"1";"1";"4";"2";"3";"2";"1";"3"
"Douglas Tanque";"4227";"3";"1";"2";"1";"4";"3";"3";"2";"3";"1";"3"
"Jakub Kamiński";"4228";"1";"2";"2";"1";"3";"2";"1";"2";"2";"2";"2"
"Darian Maleš";"4229";"3";"1";"2";"1";"2";"1";"1";"3";"3";"3";"3"
"Renato Ibarra";"4230";"1";"3";"1";"2";"3";"3";"3";"2";"1";"2";"3"
"Yann Karamoh";"4231";"2";"2";"3";"1";"2";"1";"3";"1";"1";"1";"3"
"Rasmus Lauritsen";"4232";"1";"1";"3";"1";"1";"4";"1";"3";"3";"1";"2"
"Nahuel Ferraresi";"4233";"3";"3";"1";"3";"3";"3";"2";"2";"2";"2";"2"
"Dener";"4234";"1";"3";"4";"1";"2";"1";"2";"2";"1";"3";"4"
