"Name(ocultar)";"Futbolista_ID";"Nombre";"Apellidos";"Edad";"Posicion";"Nacionalidad 1";"Nacionalidad 2";"Nacionalidad 3";"Fecha de nacimiento";"Equipo";"Sueldo (Semanal)";"Sueldo (mensual)";"Sueldo (Anual)";"Club de Cesion (Solo Jugador cedido)";"Apariciones con la selección nacional";"Goles con la selección nacional"
"Lucca";"4253";"Lucca";"";"32";"EXTREMO";"Brazil";;;"14/02/1990";"PON";"8945";"35780";"429360";;"0";"0"
"Sebastián Moyano";"4254";"Sebastián";"Moyano";"31";"PORTERO";"Argentina";;;"26/08/1990";"Club Atlético Unión de Santa Fe";"8691";"34764";"417168";;"0";"0"
"Olakunle Olusegun";"4255";"Olakunle";"Olusegun";"20";"EXTREMO";"Nigeria";;;"23/04/2002";"FC Krasnodar";"24132";"96528";"1158336";;"0";"0"
"Júnior Negrão";"4256";"Júnior";"Negrão";"35";"DELANTERO";"Brazil";;;"30/12/1986";"Changchun Yatai";"15702";"62808";"753696";;"0";"0"
"Augusto Schott";"4257";"Augusto";"Schott";"22";"LATERAL";"Argentina";;;"17/01/2000";"Club Atlético Talleres de Córdoba";"1982";"7928";"95136";"Club Atlético Colón de Santa Fe";"0";"0"
"Guilherme Castilho";"4258";"Guilherme";"Castilho";"22";"MEDIOCENTRO DEFENSIVO";"Brazil";;;"19/09/1999";"CEA";"6709";"26836";"322032";;"0";"0"
"Luis Segovia";"4259";"Luis";"Segovia";"24";"LATERAL";"Ecuador";;;"26/10/1997";"Club Independiente del Valle";"5483";"21932";"263184";;"1";"0"
"Alex Scott";"4260";"Alex";"Scott";"18";"CENTROCAMPISTA";"England";;;"21/08/2003";"Bristol City";"1740";"6960";"83520";;"0";"0"
"John Ruddy";"4261";"John";"Ruddy";"35";"PORTERO";"England";;;"24/10/1986";"Birmingham City";"10439";"41756";"501072";;"1";"0"
"Facundo Waller";"4262";"Facundo";"Waller";"25";"EXTREMO";"Uruguay";;;"09/04/1997";"Club Atlético San Luis";"1160";"4640";"55680";;"0";"0"
"Danny Namaso";"4263";"Danny";"Namaso";"21";"EXTREMO";"England";"Cameroon";;"28/08/2000";"FC Porto";"6499";"25996";"311952";;"0";"0"
"Nicolás Pasquini";"4264";"Nicolás";"Pasquini";"31";"LATERAL";"Argentina";;;"02/01/1991";"Club Atlético Lanús";"9337";"37348";"448176";;"0";"0"
"Álvaro Tejero";"4265";"Álvaro";"Tejero";"26";"LATERAL";"Spain";;;"20/07/1996";"Eibar";"7339";"29356";"352272";;"0";"0"
"Joris Chotard";"4266";"Joris";"Chotard";"20";"MEDIOCENTRO DEFENSIVO";"France";;;"24/09/2001";"Montpellier Hérault SC";"9500";"38000";"456000";;"0";"0"
"Esteban Saveljich";"4267";"Esteban";"Saveljich";"31";"DEFENSA CENTRO";"Montenegro";"Argentina";;"20/05/1991";"Vallecano";"5408";"21632";"259584";;"4";"0"
"Gabriel Neves";"4268";"Gabriel";"Neves";"24";"MEDIOCENTRO DEFENSIVO";"Uruguay";;;"11/08/1997";"SPO";"1117";"4468";"53616";;"1";"0"
"Luis Reyes";"4269";"Luis";"Reyes";"31";"LATERAL";"Mexico";;;"03/04/1991";"CD Atlas";"9918";"39672";"476064";;"8";"0"
"Mathias Jørgensen";"4270";"Mathias";"Jørgensen";"32";"DEFENSA CENTRO";"Denmark";"The Gambia";;"23/04/1990";"Brentford";"25000";"100000";"1200000";;"35";"2"
"Luis Manuel García";"4271";"Luis";"Manuel García";"29";"PORTERO";"Mexico";;;"21/12/1992";"Deportivo Toluca";"8191";"32764";"393168";;"0";"0"
"Yanick Brecher";"4272";"Yanick";"Brecher";"29";"PORTERO";"Switzerland";;;"25/05/1993";"FC Zürich";"8270";"33080";"396960";;"0";"0"
"Vitor Bueno";"4273";"Vitor";"Bueno";"27";"EXTREMO";"Brazil";;;"05/09/1994";"ATP";"9717";"38868";"466416";;"0";"0"
"José Ángel";"4274";"José";"Ángel";"32";"LATERAL";"Spain";;;"05/09/1989";"S. Gijón";"6434";"25736";"308832";;"0";"0"
"Marcel Sobottka";"4275";"Marcel";"Sobottka";"28";"MEDIOCENTRO DEFENSIVO";"Germany";;;"25/04/1994";"Fortuna Düsseldorf";"11506";"46024";"552288";;"0";"0"
"Matheus Fernandes";"4276";"Matheus";"Fernandes";"24";"MEDIOCENTRO DEFENSIVO";"Brazil";;;"30/06/1998";"SEP";"31308";"125232";"1502784";"ATP";"0";"0"
"Leonardo Pico";"4277";"Leonardo";"Pico";"30";"MEDIOCENTRO DEFENSIVO";"Colombia";;;"04/10/1991";"Club Independiente Santa Fe S.A.";"7103";"28412";"340944";"Once Caldas S.A.";"0";"0"
"Alexandre Oukidja";"4278";"Alexandre";"Oukidja";"34";"PORTERO";"Algeria";"France";;"19/07/1988";"FC Metz";"10381";"41524";"498288";;"6";"0"
"Ousmane Doumbia";"4279";"Ousmane";"Doumbia";"30";"MEDIOCENTRO DEFENSIVO";"Ivory Coast";;;"21/05/1992";"FC Lugano";"8769";"35076";"420912";;"0";"0"
"Anthony Losilla";"4280";"Anthony";"Losilla";"36";"MEDIOCENTRO DEFENSIVO";"France";"Spain";;"10/03/1986";"VfL Bochum 1848";"6904";"27616";"331392";;"0";"0"
"Pedro Ortiz";"4281";"Pedro";"Ortiz";"32";"PORTERO";"Ecuador";;;"19/02/1990";"Club Sport Emelec";"5483";"21932";"263184";;"6";"0"
"Robert Navarro";"4282";"Robert";"Navarro";"20";"EXTREMO";"Spain";"Pays Basque";;"12/04/2002";"Real San Sebastián";"4158";"16632";"199584";;"0";"0"
"Keito Nakamura";"4283";"Keito";"Nakamura";"21";"EXTREMO";"Japan";;;"28/07/2000";"Linzer Athletik-Sport-Klub";"4999";"19996";"239952";;"0";"0"
"Javi Ontiveros";"4284";"Javi";"Ontiveros";"24";"EXTREMO";"Spain";;;"09/09/1997";"Villarreal";"4866";"19464";"233568";;"0";"0"
"Tin Jedvaj";"4285";"Tin";"Jedvaj";"26";"LATERAL";"Croatia";;;"28/11/1995";"Lokomotiv Moscow";"23972";"95888";"1150656";;"26";"2"
"Franco Fragapane";"4286";"Franco";"Fragapane";"29";"EXTREMO";"Argentina";"Italy";;"02/06/1993";"Minnesota United FC";"4992";"19968";"239616";;"0";"0"
"Tibor Halilović";"4287";"Tibor";"Halilović";"27";"CENTROCAMPISTA";"Croatia";;;"18/03/1995";"sc Heerenveen";"3499";"13996";"167952";;"0";"0"
"Ulisses Garcia";"4288";"Ulisses";"Garcia";"26";"LATERAL";"Switzerland";"Cape Verde Islands";;"11/01/1996";"BSC Young Boys";"13706";"54824";"657888";;"4";"0"
"Adrián Aldrete";"4289";"Adrián";"Aldrete";"34";"LATERAL";"Mexico";;;"14/06/1988";"Pumas de la UNAM";"11030";"44120";"529440";;"20";"0"
"Callum Robinson";"4290";"Callum";"Robinson";"27";"EXTREMO";"Republic of Ireland";"England";;"02/02/1995";"Cardiff City";"18559";"74236";"890832";;"30";"7"
"Renan";"4291";"Renan";"";"20";"LATERAL";"Brazil";;;"19/05/2002";"Shabab Al-Ahli Dubai Football Club";"22219";"88876";"1066512";;"0";"0"
"Heberty";"4292";"Heberty";"";"33";"EXTREMO";"Brazil";;;"29/08/1988";"Bangkok United";"11726";"46904";"562848";;"0";"0"
"Neta Lavi";"4293";"Neta";"Lavi";"25";"MEDIOCENTRO DEFENSIVO";"Israel";"Portugal";;"25/08/1996";"Maccabi Haifa";"5267";"21068";"252816";;"9";"0"
"Michael Rangel";"4294";"Michael";"Rangel";"31";"DELANTERO";"Colombia";;;"08/03/1991";"Club Deportes Tolima S.A.";"8061";"32244";"386928";;"1";"0"
"Gideon Mensah";"4295";"Gideon";"Mensah";"24";"LATERAL";"Ghana";;;"18/07/1998";"AJ Auxerre";"6730";"26920";"323040";;"11";"0"
"Gabi Kanichowsky";"4296";"Gabi";"Kanichowsky";"24";"EXTREMO";"Israel";;;"24/08/1997";"Maccabi Tel-Aviv";"8108";"32432";"389184";;"2";"0"
"Jannik Huth";"4297";"Jannik";"Huth";"28";"PORTERO";"Germany";;;"15/04/1994";"SC Paderborn 07";"6310";"25240";"302880";;"0";"0"
"Fernando Karanga";"4298";"Fernando";"Karanga";"31";"DELANTERO";"Brazil";"Bulgaria";;"14/04/1991";"Henan Songshan Longmen";"14277";"57108";"685296";;"0";"0"
"Marco Grüll";"4299";"Marco";"Grüll";"24";"EXTREMO";"Austria";;;"06/07/1998";"Sportklub Rapid Vienna";"2784";"11136";"133632";;"4";"0"
"Elvis Mosquera";"4300";"Elvis";"Mosquera";"31";"LATERAL";"Colombia";;;"22/01/1991";"América de Cali S.A.";"7219";"28876";"346512";;"0";"0"
"Lukas Görtler";"4301";"Lukas";"Görtler";"28";"CENTROCAMPISTA";"Germany";;;"15/06/1994";"FC St. Gallen 1879";"7088";"28352";"340224";;"0";"0"
"Janis Antiste";"4302";"Janis";"Antiste";"19";"DELANTERO";"France";"Martinique";;"18/08/2002";"Spezia Calcio";"14621";"58484";"701808";"U.S. Sassuolo";"0";"0"
"Fernando Uribe";"4303";"Fernando";"Uribe";"34";"DELANTERO";"Colombia";;;"01/01/1988";"Club Deportivo Popular Junior F.C. S.A.";"8692";"34768";"417216";;"2";"0"
"Martin Boyle";"4304";"Martin";"Boyle";"29";"CENTROCAMPISTA";"Australia";"Scotland";;"25/04/1993";"Hibernian";"8699";"34796";"417552";;"18";"5"
"Víctor Meseguer";"4305";"Víctor";"Meseguer";"23";"CENTROCAMPISTA";"Spain";;;"09/06/1999";"Granada";"6485";"25940";"311280";;"0";"0"
"Alexander Prass";"4306";"Alexander";"Prass";"21";"MEDIOCENTRO DEFENSIVO";"Austria";;;"26/05/2001";"Sportklub Sturm Graz";"4973";"19892";"238704";;"0";"0"
"Mario Gaspar";"4307";"Mario";"Gaspar";"31";"LATERAL";"Spain";;;"24/11/1990";"Watford";"9279";"37116";"445392";;"3";"2"
"Samuel Kalu";"4308";"Samuel";"Kalu";"24";"EXTREMO";"Nigeria";;;"26/08/1997";"Watford";"19139";"76556";"918672";;"17";"2"
"Martín Garay";"4309";"Martín";"Garay";"23";"LATERAL";"Argentina";;;"16/03/1999";"Club Atlético Estudiantes de Buenos Aires";"2521";"10084";"121008";"Club Atlético Tucumán";"0";"0"
"Raúl Gudiño";"4310";"Raúl";"Gudiño";"26";"PORTERO";"Mexico";;;"22/04/1996";"Atlanta United FC";"4794";"19176";"230112";;"5";"0"
"Quentin Merlin";"4311";"Quentin";"Merlin";"20";"LATERAL";"France";;;"16/05/2002";"FC Nantes";"9367";"37468";"449616";;"0";"0"
"Diogo";"4312";"Diogo";"";"35";"EXTREMO";"Brazil";;;"26/05/1987";"BG Pathum United";"20306";"81224";"974688";;"0";"0"
"Alessandro Zanoli";"4313";"Alessandro";"Zanoli";"21";"LATERAL";"Italy";;;"03/10/2000";"Parthenope";"2115";"8460";"101520";;"0";"0"
"Dia Saba";"4314";"Dia";"Saba";"29";"EXTREMO";"Israel";;;"18/11/1992";"Sivasspor";"19229";"76916";"922992";;"11";"3"
"Gustavo Ferrareis";"4315";"Gustavo";"Ferrareis";"26";"CENTROCAMPISTA";"Brazil";;;"02/01/1996";"CF Puebla de la Franja";"7562";"30248";"362976";;"0";"0"
"Nir Bitton";"4316";"Nir";"Bitton";"30";"MEDIOCENTRO DEFENSIVO";"Israel";"Romania";;"30/10/1991";"Maccabi Tel-Aviv";"17482";"69928";"839136";;"39";"3"
"Marlos";"4317";"Marlos";"";"34";"DELANTERO";"Ukraine";"Brazil";;"07/06/1988";"ATP";"9124";"36496";"437952";;"28";"1"
"Andrea Carboni";"4318";"Andrea";"Carboni";"21";"LATERAL";"Italy";;;"04/02/2001";"Brianza";"14621";"58484";"701808";;"0";"0"
"Yayah Kallon";"4319";"Yayah";"Kallon";"21";"EXTREMO";"Sierra Leone";;;"30/06/2001";"Genoa CFC";"14448";"57792";"693504";"Hellas Verona";"0";"0"
"Agustín Bouzat";"4320";"Agustín";"Bouzat";"28";"EXTREMO";"Argentina";;;"28/03/1994";"Club Atlético Vélez Sarsfield";"10919";"43676";"524112";"Colo Colo";"0";"0"
"Jhon Murillo";"4321";"Jhon";"Murillo";"26";"EXTREMO";"Venezuela";;;"21/11/1995";"Club Atlético San Luis";"8263";"33052";"396624";;"37";"4"
"Alan Medina";"4322";"Alan";"Medina";"24";"CENTROCAMPISTA";"Uruguay";;;"10/04/1998";"Liverpool Fútbol Club";"1160";"4640";"55680";;"0";"0"
"Ofir Marciano";"4323";"Ofir";"Marciano";"32";"PORTERO";"Israel";"Portugal";;"07/10/1989";"Feyenoord Rotterdam";"3999";"15996";"191952";;"39";"0"
"Diego Tardelli";"4324";"Diego";"Tardelli";"37";"DELANTERO";"Brazil";"Italy";;"10/05/1985";;;"0";"0";;"14";"3"
"Lucas Villalba";"4325";"Lucas";"Villalba";"27";"LATERAL";"Argentina";;;"19/08/1994";"Asociación Atlética Argentinos Juniors";"7087";"28348";"340176";;"0";"0"
"Patric";"4326";"Patric";"";"33";"LATERAL";"Brazil";;;"25/03/1989";"AMG";"5591";"22364";"268368";;"0";"0"
"Carlinhos";"4327";"Carlinhos";"";"28";"CENTROCAMPISTA";"Brazil";;;"22/06/1994";"Portimonense Sporting Clube";"2500";"10000";"120000";;"0";"0"
"Dodô";"4328";"Dodô";"";"30";"LATERAL";"Brazil";"Portugal";;"06/02/1992";"ATM";"11182";"44728";"536736";;"0";"0"
"João Paulo";"4329";"João";"Paulo";"34";"EXTREMO";"Brazil";;;"02/06/1988";"Qairat Almaty";"23078";"92312";"1107744";;"0";"0"
"Juan Cruz";"4330";"Juan";"Cruz";"29";"LATERAL";"Spain";;;"28/07/1992";"Atlético Pamplona";"3030";"12120";"145440";;"0";"0"
"Leonardo";"4331";"Leonardo";"";"25";"DELANTERO";"Brazil";;;"28/05/1997";"Ulsan Hyundai";"5425";"21700";"260400";;"0";"0"
"Lincoln";"4332";"Lincoln";"";"21";"DELANTERO";"Brazil";;;"16/12/2000";"CEC";"8257";"33028";"396336";;"0";"0"
"Mario González";"4333";"Mario";"González";"26";"DELANTERO";"Spain";;;"25/02/1996";"Sporting Clube de Braga";"6028";"24112";"289344";"Oud-Heverlee Leuven";"0";"0"
"Freddy Flórez";"4334";"Freddy";"Flórez";"29";"MEDIOCENTRO DEFENSIVO";"Colombia";;;"14/02/1993";"Alianza Petrolera F.C. S.A.";"6908";"27632";"331584";;"0";"0"
"Mark van der Maarel";"4335";"Mark";"van der Maarel";"32";"LATERAL";"Holland";"Indonesia";;"12/08/1989";"FC Utrecht";"2300";"9200";"110400";;"0";"0"
"Jorrit Hendrix";"4336";"Jorrit";"Hendrix";"27";"MEDIOCENTRO DEFENSIVO";"Holland";;;"06/02/1995";"Fortuna Düsseldorf";"10000";"40000";"480000";;"1";"0"
"Jonatan Bauman";"4337";"Jonatan";"Bauman";"31";"DELANTERO";"Argentina";;;"30/03/1991";"Club Independiente del Valle";"5355";"21420";"257040";;"0";"0"
"Lucas Gamba";"4338";"Lucas";"Gamba";"35";"DELANTERO";"Argentina";;;"24/06/1987";"Liga Deportiva Universitaria de Quito";"5355";"21420";"257040";;"0";"0"
"Florian Flick";"4339";"Florian";"Flick";"22";"MEDIOCENTRO DEFENSIVO";"Germany";;;"01/05/2000";"FC Schalke 04";"12466";"49864";"598368";;"0";"0"
"Walmer Pacheco";"4340";"Walmer";"Pacheco";"27";"LATERAL";"Colombia";;;"16/01/1995";"Club Deportivo Popular Junior F.C. S.A.";"7843";"31372";"376464";;"0";"0"
"Salvatore Esposito";"4341";"Salvatore";"Esposito";"21";"MEDIOCENTRO DEFENSIVO";"Italy";;;"07/10/2000";"SPAL";"11953";"47812";"573744";;"0";"0"
"André Ferreira";"4342";"André";"Ferreira";"26";"PORTERO";"Portugal";;;"29/05/1996";"Granada";"1495";"5980";"71760";;"0";"0"
"Yonatan Murillo";"4343";"Yonatan";"Murillo";"30";"LATERAL";"Colombia";;;"05/07/1992";"Escuela Municipal Deportivo Binacional Fútbol Club";"2293";"9172";"110064";;"0";"0"
"Pedro Canelo";"4344";"Pedro";"Canelo";"30";"EXTREMO";"Argentina";;;"03/02/1992";"Xoloitzcuintles de Tijuana";"8543";"34172";"410064";;"0";"0"
"Toti";"4345";"Toti";"";"23";"LATERAL";"Portugal";"Guinea-Bissau";;"16/01/1999";"Wolverhampton Wanderers";"9279";"37116";"445392";;"0";"0"
"Rafael Ramos";"4346";"Rafael";"Ramos";"27";"LATERAL";"Portugal";;;"09/01/1995";"COR";"7712";"30848";"370176";;"0";"0"
"Ezequiel Fernández";"4347";"Ezequiel";"Fernández";"20";"MEDIOCENTRO DEFENSIVO";"Argentina";;;"25/07/2002";"Club Atlético Boca Juniors";"1261";"5044";"60528";"Club Atlético Tigre";"0";"0"
"Lucas Cunha";"4348";"Lucas";"Cunha";"25";"DEFENSA CENTRO";"Brazil";;;"23/01/1997";"Gil Vicente Futebol Clube";"2149";"8596";"103152";;"0";"0"
"Jhonatan Agudelo";"4349";"Jhonatan";"Agudelo";"29";"DELANTERO";"Colombia";;;"17/12/1992";"Cúcuta Deportivo F.C. S.A.";"7693";"30772";"369264";;"0";"0"
"Emam Ashour";"4350";"Emam";"Ashour";"24";"CENTROCAMPISTA";"Egypt";;;"20/02/1998";"Zamalek Sporting Club";"12273";"49092";"589104";;"6";"0"
"Oussama Tannane";"4351";"Oussama";"Tannane";"28";"EXTREMO";"Morocco";"Holland";;"23/03/1994";"N.E.C. Nijmegen";"3499";"13996";"167952";;"9";"2"
"Luciano Ospina";"4352";"Luciano";"Ospina";"31";"DEFENSA CENTRO";"Colombia";;;"18/02/1991";"Alianza Petrolera F.C. S.A.";"6660";"26640";"319680";;"0";"0"
"Damien Da Silva";"4353";"Damien";"Da Silva";"34";"DEFENSA CENTRO";"France";"Portugal";;"17/05/1988";"Olympique Lyonnais";"7795";"31180";"374160";;"0";"0"
"Leart Paqarada";"4354";"Leart";"Paqarada";"27";"LATERAL";"Kosovo";"Germany";"Albania";"08/10/1994";"FC St. Pauli";"6232";"24928";"299136";;"24";"1"
"Bryan Rovira";"4355";"Bryan";"Rovira";"25";"MEDIOCENTRO DEFENSIVO";"Colombia";;;"02/12/1996";"Atlético Nacional S.A.";"6845";"27380";"328560";"Club Deportes Tolima S.A.";"0";"0"
"Pier Barrios";"4356";"Pier";"Barrios";"32";"LATERAL";"Argentina";;;"01/07/1990";"Club Deportivo Godoy Cruz Antonio Tomba";"4597";"18388";"220656";;"0";"0"
"Jonatan Gómez";"4357";"Jonatan";"Gómez";"32";"CENTROCAMPISTA";"Argentina";;;"21/12/1989";"Asociación Atlética Argentinos Juniors";"5633";"22532";"270384";"Racing Club de Avellaneda";"0";"0"
"Juan Carlos Pereira";"4358";"Juan";"Carlos Pereira";"29";"CENTROCAMPISTA";"Colombia";;;"08/02/1993";"Azul y Blanco Millonarios Fútbol Club S. A.";"7161";"28644";"343728";;"0";"0"
"Juan David Pérez";"4359";"Juan";"David Pérez";"31";"EXTREMO";"Colombia";;;"23/03/1991";"América de Cali S.A.";"8061";"32244";"386928";;"0";"0"
"Maximilian Wittek";"4360";"Maximilian";"Wittek";"26";"LATERAL";"Germany";;;"21/08/1995";"Vitesse";"4999";"19996";"239952";;"0";"0"
"Carlos Quintana";"4361";"Carlos";"Quintana";"34";"DEFENSA CENTRO";"Argentina";;;"11/03/1988";"Asociación Atlética Argentinos Juniors";"8270";"33080";"396960";"Club Atlético Patronato de la Juventud Católica";"0";"0"
"Héctor";"4362";"Héctor";"";"26";"DELANTERO";"Spain";;;"14/09/1995";"Grupo Desportivo de Chaves";"2749";"10996";"131952";;"0";"0"
"Róber Pier";"4363";"Róber";"Pier";"27";"DEFENSA CENTRO";"Spain";;;"16/02/1995";"Levante";"6711";"26844";"322128";;"0";"0"
"Maxime Leverbe";"4364";"Maxime";"Leverbe";"25";"DEFENSA CENTRO";"France";;;"15/02/1997";"Pisa";"11750";"47000";"564000";"Benevento";"0";"0"
"Emiliano Méndez";"4365";"Emiliano";"Méndez";"33";"MEDIOCENTRO DEFENSIVO";"Argentina";;;"15/02/1989";"Club Atlético Sarmiento de Junín";"3331";"13324";"159888";;"0";"0"
"Vincent Le Goff";"4366";"Vincent";"Le Goff";"32";"LATERAL";"France";;;"15/10/1989";"FC Lorient";"8000";"32000";"384000";;"0";"0"
"Marco Stiepermann";"4367";"Marco";"Stiepermann";"31";"CENTROCAMPISTA";"Germany";;;"09/02/1991";"Wuppertaler SV";"13943";"55772";"669264";;"0";"0"
"Donis Avdijaj";"4368";"Donis";"Avdijaj";"25";"EXTREMO";"Kosovo";"Germany";"Albania";"25/08/1996";"FC Zürich";"2671";"10684";"128208";;"6";"2"
"Luciano Aued";"4369";"Luciano";"Aued";"35";"MEDIOCENTRO DEFENSIVO";"Argentina";;;"01/03/1987";"Universidad Católica";"6879";"27516";"330192";;"2";"1"
"Jetro Willems";"4370";"Jetro";"Willems";"28";"LATERAL";"Holland";"Curaçao";;"30/03/1994";;;"0";"0";;"22";"0"
"Pablo De Blasis";"4371";"Pablo";"De Blasis";"34";"EXTREMO";"Argentina";;;"04/02/1988";"Cartagena";"5206";"20824";"249888";;"0";"0"
"Kevin Strootman";"4372";"Kevin";"Strootman";"32";"MEDIOCENTRO DEFENSIVO";"Holland";;;"13/02/1990";"Olympique de Marseille";"114992";"459968";"5519616";"Genoa CFC";"46";"3"
"Damián Martínez";"4373";"Damián";"Martínez";"32";"LATERAL";"Argentina";;;"31/01/1990";"Club Atlético Rosario Central";"11480";"45920";"551040";;"0";"0"
"Jorge Pereyra Díaz";"4374";"Jorge";"Pereyra Díaz";"31";"DELANTERO";"Argentina";;;"05/08/1990";"Mumbai";"3158";"12632";"151584";;"0";"0"
"Fernando Monetti";"4375";"Fernando";"Monetti";"33";"PORTERO";"Argentina";;;"21/02/1989";"Club Atlético Lanús";"6297";"25188";"302256";;"0";"0"
"Ramiro Enrique";"4376";"Ramiro";"Enrique";"21";"DELANTERO";"Argentina";;;"04/05/2001";"Club Atlético Banfield";"216";"864";"10368";;"0";"0"
"Mapou Yanga-Mbiwa";"4377";"Mapou";"Yanga-Mbiwa";"33";"DEFENSA CENTRO";"France";"Central African Republic";;"15/05/1989";;;"0";"0";;"4";"0"
"Damián Pérez";"4378";"Damián";"Pérez";"33";"LATERAL";"Argentina";;;"22/12/1988";"Arsenal Fútbol Club de Sarandí";"3390";"13560";"162720";;"0";"0"
"Mauricio Cuero";"4379";"Mauricio";"Cuero";"29";"EXTREMO";"Colombia";;;"28/01/1993";"Club Atlético Banfield";"6513";"26052";"312624";;"0";"0"
"Erik Godoy";"4380";"Erik";"Godoy";"28";"DEFENSA CENTRO";"Argentina";;;"16/08/1993";;;"0";"0";;"0";"0"
"Gino Peruzzi";"4381";"Gino";"Peruzzi";"30";"LATERAL";"Argentina";"Italy";;"09/06/1992";"Club Alianza Lima";"13605";"54420";"653040";;"5";"0"
"Estéfano Arango";"4382";"Estéfano";"Arango";"28";"EXTREMO";"Colombia";;;"18/01/1994";"Alianza Petrolera F.C. S.A.";"6908";"27632";"331584";;"0";"0"
"Norman Theuerkauf";"4383";"Norman";"Theuerkauf";"35";"LATERAL";"Germany";;;"24/01/1987";"1. FC Heidenheim 1846";"6711";"26844";"322128";;"0";"0"
"Henrique";"4384";"Henrique";"";"35";"DEFENSA CENTRO";"Brazil";;;"14/10/1986";"CTB";"6261";"25044";"300528";;"7";"0"
"José Moya";"4385";"José";"Moya";"29";"DEFENSA CENTRO";"Colombia";;;"07/08/1992";"Club Deportes Tolima S.A.";"6014";"24056";"288672";;"0";"0"
"Habib Maïga";"4386";"Habib";"Maïga";"26";"MEDIOCENTRO DEFENSIVO";"Ivory Coast";;;"01/01/1996";"FC Metz";"8049";"32196";"386352";;"13";"0"
"Enrico Valentini";"4387";"Enrico";"Valentini";"33";"LATERAL";"Italy";"Germany";;"20/02/1989";"1. FC Nürnberg";"24931";"99724";"1196688";;"0";"0"
"Jérémy Ménez";"4388";"Jérémy";"Ménez";"35";"EXTREMO";"France";;;"07/05/1987";"Reggina 1914";"13711";"54844";"658128";;"24";"2"
"José Martínez";"4389";"José";"Martínez";"27";"MEDIOCENTRO DEFENSIVO";"Venezuela";;;"07/08/1994";"Philadelphia Union";"5356";"21424";"257088";;"18";"0"
"Cristo";"4390";"Cristo";"";"24";"EXTREMO";"Spain";;;"24/10/1997";"Udinese Calcio";"13815";"55260";"663120";"S. Gijón";"0";"0"
"Jordy Caicedo";"4391";"Jordy";"Caicedo";"24";"DELANTERO";"Ecuador";;;"18/11/1997";"Tigres de la UANL";"11030";"44120";"529440";;"10";"2"
"Jordi Amat";"4392";"Jordi";"Amat";"30";"DEFENSA CENTRO";"Spain";"Indonesia";;"21/03/1992";"Johor Darul Ta'zim FC";"3201";"12804";"153648";;"0";"0"
"Josema Sánchez";"4393";"Josema";"Sánchez";"26";"LATERAL";"Spain";;;"06/06/1996";"Leganés";"5565";"22260";"267120";;"0";"0"
"Janner Corozo";"4394";"Janner";"Corozo";"26";"EXTREMO";"Ecuador";;;"08/09/1995";"Dorados de Sinaloa";"11337";"45348";"544176";"Everton de Viña del Mar";"3";"1"
"Alexander Schlager";"4395";"Alexander";"Schlager";"26";"PORTERO";"Austria";;;"01/02/1996";"Linzer Athletik-Sport-Klub";"6380";"25520";"306240";;"6";"0"
"Anton Shunin";"4396";"Anton";"Shunin";"35";"PORTERO";"Russia";;;"27/01/1987";"Dinamo Moscow";"15331";"61324";"735888";;"13";"0"
"Graziano Pellè";"4397";"Graziano";"Pellè";"37";"DELANTERO";"Italy";;;"15/07/1985";;;"0";"0";;"20";"9"
"Beram Kayal";"4398";"Beram";"Kayal";"34";"MEDIOCENTRO DEFENSIVO";"Israel";;;"02/05/1988";"Bnei Sakhnin";"9929";"39716";"476592";;"47";"2"
"Jonny Howson";"4399";"Jonny";"Howson";"34";"MEDIOCENTRO DEFENSIVO";"England";;;"21/05/1988";"Middlesbrough";"23198";"92792";"1113504";;"0";"0"
"Mohamed Abo Fani";"4400";"Mohamed";"Abo Fani";"24";"MEDIOCENTRO DEFENSIVO";"Israel";;;"27/04/1998";"Maccabi Haifa";"7755";"31020";"372240";;"14";"0"
"Alejandro Cantero";"4401";"Alejandro";"Cantero";"22";"EXTREMO";"Spain";;;"08/06/2000";"Levante";"3049";"12196";"146352";;"0";"0"
"Gerardo Ortíz";"4402";"Gerardo";"Ortíz";"33";"PORTERO";"Paraguay";;;"15/03/1989";"Once Caldas S.A.";"7407";"29628";"355536";;"0";"0"
"Romain Hamouma";"4403";"Romain";"Hamouma";"35";"EXTREMO";"France";"Algeria";;"29/03/1987";"AC Ajaccio";"15548";"62192";"746304";;"0";"0"
"Maximiliano Silvera";"4404";"Maximiliano";"Silvera";"24";"DELANTERO";"Uruguay";;;"05/09/1997";"Club Sportivo Cerrito";"483";"1932";"23184";"Fútbol Club Juárez";"0";"0"
"Dani Jiménez";"4405";"Dani";"Jiménez";"32";"PORTERO";"Spain";;;"05/03/1990";"Leganés";"5565";"22260";"267120";;"0";"0"
"Alejandro Cabeza";"4406";"Alejandro";"Cabeza";"25";"EXTREMO";"Ecuador";;;"11/03/1997";"Club Sport Emelec";"5355";"21420";"257040";;"1";"0"
"Sepp van den Berg";"4407";"Sepp";"van den Berg";"20";"LATERAL";"Holland";;;"20/12/2001";"Liverpool";"13919";"55676";"668112";"FC Schalke 04";"0";"0"
"Adrián Diéguez";"4408";"Adrián";"Diéguez";"26";"DEFENSA CENTRO";"Spain";;;"04/02/1996";"Ponferrada";"4497";"17988";"215856";;"0";"0"
